member_id,name,constituency,email,website,office_type,office_title,office_address,office_city,office_province,office_postal_code,office_note,office_phone,office_fax,source,time_retrieved
104715,Caroline Desbiens,,Caroline.Desbiens@parl.gc.ca,,Constituency Office,Main office -  Ste-Anne-de-Beaupré,,Ste-Anne-de-Beaupré,Quebec,G0A 3C0,,418-827-6776,418-827-7077,https://www.ourcommons.ca/members/en/caroline-desbiens(104715),1707851479772
104715,Caroline Desbiens,,Caroline.Desbiens@parl.gc.ca,,Constituency Office,La Malbaie,,La Malbaie,Quebec,G5A 1T1,,418-665-6566,418-665-6166,https://www.ourcommons.ca/members/en/caroline-desbiens(104715),1707851479772
104922,Luc Desilets,,Luc.Desilets@parl.gc.ca,http://lucdesilets.quebec,Hill Office,House of Commons *,,Ottawa,Ontario,K1A 0A6,* Mail may be sent postage-free to any member of Parliament.,613-992-7330,613-992-2602,https://www.ourcommons.ca/members/en/luc-desilets(104922),1707851479772
104922,Luc Desilets,,Luc.Desilets@parl.gc.ca,http://lucdesilets.quebec,Constituency Office,Main office -  Saint-Eustache,,Saint-Eustache,Quebec,J7P 4X2,,450-623-3335,450-623-3103,https://www.ourcommons.ca/members/en/luc-desilets(104922),1707851479772
110889,Blake Desjarlais,,blake.desjarlais@parl.gc.ca,http://blakedesjarlais.ndp.ca,Hill Office,House of Commons *,,Ottawa,Ontario,K1A 0A6,* Mail may be sent postage-free to any member of Parliament.,613-992-3821,613-992-6898,https://www.ourcommons.ca/members/en/blake-desjarlais(110889),1707851479772
110889,Blake Desjarlais,,blake.desjarlais@parl.gc.ca,http://blakedesjarlais.ndp.ca,Constituency Office,Main office -  Edmonton,,Edmonton,Alberta,T5E 0B8,,780-495-3261,780-495-5142,https://www.ourcommons.ca/members/en/blake-desjarlais(110889),1707851479772
31098,Sukh Dhaliwal,,sukh.dhaliwal@parl.gc.ca,http://sukhdhaliwal.libparl.ca,Hill Office,House of Commons *,,Ottawa,Ontario,K1A 0A6,* Mail may be sent postage-free to any member of Parliament.,613-992-0666,613-992-1965,https://www.ourcommons.ca/members/en/sukh-dhaliwal(31098),1707851479772
31098,Sukh Dhaliwal,,sukh.dhaliwal@parl.gc.ca,http://sukhdhaliwal.libparl.ca,Constituency Office,Main office -  Surrey,,Surrey,British Columbia,V3W 2V6,,604-598-2200,604-598-2212,https://www.ourcommons.ca/members/en/sukh-dhaliwal(31098),1707851479772
88453,Anju Dhillon,,anju.dhillon@parl.gc.ca,http://anjudhillon.libparl.ca/?lang=en,Hill Office,House of Commons *,,Ottawa,Ontario,K1A 0A6,* Mail may be sent postage-free to any member of Parliament.,613-995-2251,613-996-1481,https://www.ourcommons.ca/members/en/anju-dhillon(88453),1707851479772
88453,Anju Dhillon,,anju.dhillon@parl.gc.ca,http://anjudhillon.libparl.ca/?lang=en,Constituency Office,Main office -  Lachine,,Lachine,Quebec,H8S 2B5,,514-639-4497,514-639-7407,https://www.ourcommons.ca/members/en/anju-dhillon(88453),1707851479772
109915,Lena Metlege Diab,,lenametlege.diab@parl.gc.ca,http://lenametlegediab.libparl.ca,Hill Office,House of Commons *,,Ottawa,Ontario,K1A 0A6,* Mail may be sent postage-free to any member of Parliament.,613-996-3085,613-996-6988,https://www.ourcommons.ca/members/en/lena-metlege-diab(109915),1707851479772
109915,Lena Metlege Diab,,lenametlege.diab@parl.gc.ca,http://lenametlegediab.libparl.ca,Constituency Office,Main office -  Halifax,,Halifax,Nova Scotia,B3L 4H9,,902-426-2217,902-426-8339,https://www.ourcommons.ca/members/en/lena-metlege-diab(109915),1707851479772
89249,Todd Doherty,,todd.doherty@parl.gc.ca,,Hill Office,House of Commons *,,Ottawa,Ontario,K1A 0A6,* Mail may be sent postage-free to any member of Parliament.,613-995-6704,613-996-9850,https://www.ourcommons.ca/members/en/todd-doherty(89249),1707851479772
89249,Todd Doherty,,todd.doherty@parl.gc.ca,,Constituency Office,Main office -  Prince George,,Prince George,British Columbia,V2L 3G4,,250-564-7771,250-564-6224,https://www.ourcommons.ca/members/en/todd-doherty(89249),1707851479772
105091,Han Dong,,Han.Dong@parl.gc.ca,,Hill Office,House of Commons *,,Ottawa,Ontario,K1A 0A6,* Mail may be sent postage-free to any member of Parliament.,613-995-4988,613-995-1686,https://www.ourcommons.ca/members/en/han-dong(105091),1707851479772
105091,Han Dong,,Han.Dong@parl.gc.ca,,Constituency Office,Main office -  Toronto,,Toronto,Ontario,M2J 4V6,,416-443-0623,416-443-9819,https://www.ourcommons.ca/members/en/han-dong(105091),1707851479772
105410,Terry Dowdall,,Terry.Dowdall@parl.gc.ca,http://terrydowdallmp.ca,Hill Office,House of Commons *,,Ottawa,Ontario,K1A 0A6,* Mail may be sent postage-free to any member of Parliament.,613-992-4224,613-992-2164,https://www.ourcommons.ca/members/en/terry-dowdall(105410),1707851479772
105410,Terry Dowdall,,Terry.Dowdall@parl.gc.ca,http://terrydowdallmp.ca,Constituency Office,Main office -  Alliston,,Alliston,Ontario,L9R 1J8,,705-435-1809,705-435-6448,https://www.ourcommons.ca/members/en/terry-dowdall(105410),1707851479772
105410,Terry Dowdall,,Terry.Dowdall@parl.gc.ca,http://terrydowdallmp.ca,Constituency Office,Collingwood,,Collingwood,Ontario,L9Y 4H8,,705-445-5557,705-445-5155,https://www.ourcommons.ca/members/en/terry-dowdall(105410),1707851479772
59226,Earl Dreeshen,,earl.dreeshen@parl.gc.ca,http://www.earldreeshen.ca,Hill Office,House of Commons *,,Ottawa,Ontario,K1A 0A6,* Mail may be sent postage-free to any member of Parliament.,613-995-0590,613-995-6831,https://www.ourcommons.ca/members/en/earl-dreeshen(59226),1707851479772
59226,Earl Dreeshen,,earl.dreeshen@parl.gc.ca,http://www.earldreeshen.ca,Constituency Office,Main office -  Red Deer,,Red Deer,Alberta,T4N 4N7,,403-347-7426,403-347-7423,https://www.ourcommons.ca/members/en/earl-dreeshen(59226),1707851479772
88756,Francis Drouin,,francis.drouin@parl.gc.ca,,Hill Office,House of Commons *,,Ottawa,Ontario,K1A 0A6,* Mail may be sent postage-free to any member of Parliament.,613-992-0490,613-996-9123,https://www.ourcommons.ca/members/en/francis-drouin(88756),1707851479772
88756,Francis Drouin,,francis.drouin@parl.gc.ca,,Constituency Office,Main office -  Rockland,,Rockland,Ontario,K4K 1C8,,613-446-6310,613-446-5666,https://www.ourcommons.ca/members/en/francis-drouin(88756),1707851479772
88756,Francis Drouin,,francis.drouin@parl.gc.ca,,Constituency Office,Hawkesbury,,Hawkesbury,Ontario,K6A 1A1,,613-632-5214,613-632-3085,https://www.ourcommons.ca/members/en/francis-drouin(88756),1707851479772
88756,Francis Drouin,,francis.drouin@parl.gc.ca,,Constituency Office,Alexandria,,Alexandria,Ontario,K0C 1A0,,613-361-9791,613-996-9123,https://www.ourcommons.ca/members/en/francis-drouin(88756),1707851479772
88756,Francis Drouin,,francis.drouin@parl.gc.ca,,Constituency Office,Embrun,,Embrun,Ontario,K0A 1W0,,613-292-8222,,https://www.ourcommons.ca/members/en/francis-drouin(88756),1707851479772
84660,Emmanuel Dubourg,,emmanuel.dubourg@parl.gc.ca,http://emmanueldubourg.libparl.ca/?lang=en,Hill Office,House of Commons *,,Ottawa,Ontario,K1A 0A6,* Mail may be sent postage-free to any member of Parliament.,613-995-6108,613-995-9755,https://www.ourcommons.ca/members/en/emmanuel-dubourg(84660),1707851479772
84660,Emmanuel Dubourg,,emmanuel.dubourg@parl.gc.ca,http://emmanueldubourg.libparl.ca/?lang=en,Constituency Office,Main office -  Montreal-Nord,,Montreal-Nord,Quebec,H1G 6E1,,514-323-1212,514-323-2875,https://www.ourcommons.ca/members/en/emmanuel-dubourg(84660),1707851479772
89408,The Honourable Jean-Yves Duclos,,jean-yves.duclos@parl.gc.ca,http://jeanyvesduclos.libparl.ca,Hill Office,House of Commons *,,Ottawa,Ontario,K1A 0A6,* Mail may be sent postage-free to any member of Parliament.,613-992-8865,613-995-2805,https://www.ourcommons.ca/members/en/jean-yves-duclos(89408),1707851479772
89408,The Honourable Jean-Yves Duclos,,jean-yves.duclos@parl.gc.ca,http://jeanyvesduclos.libparl.ca,Constituency Office,Main office -  Québec,,Québec,Quebec,G1K 3J4,,418-523-6666,418-523-6672,https://www.ourcommons.ca/members/en/jean-yves-duclos(89408),1707851479772
31119,Terry Duguid,,terry.duguid@parl.gc.ca,http://terryduguid.libparl.ca,Hill Office,House of Commons *,,Ottawa,Ontario,K1A 0A6,* Mail may be sent postage-free to any member of Parliament.,613-995-7517,613-943-1466,https://www.ourcommons.ca/members/en/terry-duguid(31119),1707851479772
31119,Terry Duguid,,terry.duguid@parl.gc.ca,http://terryduguid.libparl.ca,Constituency Office,Main office -  Winnipeg,,Winnipeg,Manitoba,R3T 2H5,,204-984-6787,204-984-6792,https://www.ourcommons.ca/members/en/terry-duguid(31119),1707851479772
105422,Eric Duncan,,Eric.Duncan@parl.gc.ca,http://ericduncanmp.ca,Hill Office,House of Commons *,,Ottawa,Ontario,K1A 0A6,* Mail may be sent postage-free to any member of Parliament.,613-992-2521,613-996-2119,https://www.ourcommons.ca/members/en/eric-duncan(105422),1707851479772
105422,Eric Duncan,,Eric.Duncan@parl.gc.ca,http://ericduncanmp.ca,Constituency Office,Main office -  Cornwall,,Cornwall,Ontario,K6J 5C6,,613-937-3331,613-937-3251,https://www.ourcommons.ca/members/en/eric-duncan(105422),1707851479772
105422,Eric Duncan,,Eric.Duncan@parl.gc.ca,http://ericduncanmp.ca,Constituency Office,Winchester,,Winchester,Ontario,K0C 2K0,,,,https://www.ourcommons.ca/members/en/eric-duncan(105422),1707851479772
105422,Eric Duncan,,Eric.Duncan@parl.gc.ca,http://ericduncanmp.ca,Constituency Office,Morrisburg,,Morrisburg,Ontario,K0C 1X0,,,,https://www.ourcommons.ca/members/en/eric-duncan(105422),1707851479772
58877,The Honourable Kirsty Duncan,,kirsty.duncan@parl.gc.ca,http://kirstyduncan.libparl.ca,Hill Office,House of Commons *,,Ottawa,Ontario,K1A 0A6,* Mail may be sent postage-free to any member of Parliament.,613-995-4702,613-995-8359,https://www.ourcommons.ca/members/en/kirsty-duncan(58877),1707851479772
58877,The Honourable Kirsty Duncan,,kirsty.duncan@parl.gc.ca,http://kirstyduncan.libparl.ca,Constituency Office,Main office -  Etobicoke,,Etobicoke,Ontario,M9V 1A3,,416-747-6003,416-747-8295,https://www.ourcommons.ca/members/en/kirsty-duncan(58877),1707851479772
88721,Julie Dzerowicz,,julie.dzerowicz@parl.gc.ca,http://juliedzerowicz.libparl.ca,Hill Office,House of Commons *,,Ottawa,Ontario,K1A 0A6,* Mail may be sent postage-free to any member of Parliament.,613-992-2576,613-995-8202,https://www.ourcommons.ca/members/en/julie-dzerowicz(88721),1707851479772
88721,Julie Dzerowicz,,julie.dzerowicz@parl.gc.ca,http://juliedzerowicz.libparl.ca,Constituency Office,Main office -  Toronto,,Toronto,Ontario,M6H 1N2,,416-654-8048,416-654-5083,https://www.ourcommons.ca/members/en/julie-dzerowicz(88721),1707851479772
89010,Ali Ehsassi,,ali.ehsassi@parl.gc.ca,http://aliehsassi.libparl.ca,Hill Office,House of Commons *,,Ottawa,Ontario,K1A 0A6,* Mail may be sent postage-free to any member of Parliament.,613-992-4964,613-992-1158,https://www.ourcommons.ca/members/en/ali-ehsassi(89010),1707851479772
89010,Ali Ehsassi,,ali.ehsassi@parl.gc.ca,http://aliehsassi.libparl.ca,Constituency Office,Main office -  Toronto,,Toronto,Ontario,M2N 1M7,,416-223-2858,416-223-9715,https://www.ourcommons.ca/members/en/ali-ehsassi(89010),1707851479772
88515,Fayçal El-Khoury,,faycal.el-khoury@parl.gc.ca,http://faycalelkhoury.libparl.ca/?lang=en,Hill Office,House of Commons *,,Ottawa,Ontario,K1A 0A6,* Mail may be sent postage-free to any member of Parliament.,613-992-2659,613-992-9469,https://www.ourcommons.ca/members/en/faycal-el-khoury(88515),1707851479772
88515,Fayçal El-Khoury,,faycal.el-khoury@parl.gc.ca,http://faycalelkhoury.libparl.ca/?lang=en,Constituency Office,Main office -  Laval,,Laval,Quebec,H7X 1G1,,450-689-4594,450-689-5092,https://www.ourcommons.ca/members/en/faycal-el-khoury(88515),1707851479772
109905,Stephen Ellis,,stephen.ellis@parl.gc.ca,http://drstephenellismp.com,Hill Office,House of Commons *,,Ottawa,Ontario,K1A 0A6,* Mail may be sent postage-free to any member of Parliament.,613-992-3366,613-992-7220,https://www.ourcommons.ca/members/en/stephen-ellis(109905),1707851479772
109905,Stephen Ellis,,stephen.ellis@parl.gc.ca,http://drstephenellismp.com,Constituency Office,Amherst,,Amherst,Nova Scotia,B4H 3A5,,902-667-8679,902-667-0742,https://www.ourcommons.ca/members/en/stephen-ellis(109905),1707851479772
109905,Stephen Ellis,,stephen.ellis@parl.gc.ca,http://drstephenellismp.com,Constituency Office,Main office -  Truro,,Truro,Nova Scotia,B2N 4B4,,902-895-2863,902-895-9544,https://www.ourcommons.ca/members/en/stephen-ellis(109905),1707851479772
105082,Dave Epp,,Dave.Epp@parl.gc.ca,http://www.daveeppmp.ca,Hill Office,House of Commons *,,Ottawa,Ontario,K1A 0A6,* Mail may be sent postage-free to any member of Parliament.,613-992-2612,613-992-1852,https://www.ourcommons.ca/members/en/dave-epp(105082),1707851479772
105082,Dave Epp,,Dave.Epp@parl.gc.ca,http://www.daveeppmp.ca,Constituency Office,Main office -  Leamington,,Leamington,Ontario,N8H 3B2,,519-326-9655,519-326-2042,https://www.ourcommons.ca/members/en/dave-epp(105082),1707851479772
105082,Dave Epp,,Dave.Epp@parl.gc.ca,http://www.daveeppmp.ca,Constituency Office,Chatham,,Chatham,Ontario,N7M 5W3,,519-358-7555,519-358-1428,https://www.ourcommons.ca/members/en/dave-epp(105082),1707851479772
88687,Nathaniel Erskine-Smith,,nathaniel.erskine-smith@parl.gc.ca,http://beynate.ca,Hill Office,House of Commons *,,Ottawa,Ontario,K1A 0A6,* Mail may be sent postage-free to any member of Parliament.,613-992-2115,613-996-7942,https://www.ourcommons.ca/members/en/nathaniel-erskine-smith(88687),1707851479772
88687,Nathaniel Erskine-Smith,,nathaniel.erskine-smith@parl.gc.ca,http://beynate.ca,Constituency Office,Main office -  Toronto,,Toronto,Ontario,M4C 1J4,,416-467-0860,416-467-0905,https://www.ourcommons.ca/members/en/nathaniel-erskine-smith(88687),1707851479772
98749,Rosemarie Falk,,Rosemarie.Falk@parl.gc.ca,http://www.rosemariefalk.ca,Hill Office,House of Commons *,,Ottawa,Ontario,K1A 0A6,* Mail may be sent postage-free to any member of Parliament.,613-995-7080,613-996-8472,https://www.ourcommons.ca/members/en/rosemarie-falk(98749),1707851479772
98749,Rosemarie Falk,,Rosemarie.Falk@parl.gc.ca,http://www.rosemariefalk.ca,Constituency Office,Main office -  Lloydminster,,Lloydminster,Saskatchewan,S9V 2H1,,306-825-5005,,https://www.ourcommons.ca/members/en/rosemarie-falk(98749),1707851479772
84672,Ted Falk,,ted.falk@parl.gc.ca,http://tedfalk.ca,Hill Office,House of Commons *,,Ottawa,Ontario,K1A 0A6,* Mail may be sent postage-free to any member of Parliament.,613-992-3128,613-995-1049,https://www.ourcommons.ca/members/en/ted-falk(84672),1707851479772
84672,Ted Falk,,ted.falk@parl.gc.ca,http://tedfalk.ca,Constituency Office,Main office -  Steinbach,,Steinbach,Manitoba,R5G 0T3,,204-326-9889,204-346-9874,https://www.ourcommons.ca/members/en/ted-falk(84672),1707851479772
35904,The Honourable Ed Fast,,ed.fast@parl.gc.ca,http://www.edfast.ca,Hill Office,House of Commons *,,Ottawa,Ontario,K1A 0A6,* Mail may be sent postage-free to any member of Parliament.,613-995-0183,613-996-9795,https://www.ourcommons.ca/members/en/ed-fast(35904),1707851479772
35904,The Honourable Ed Fast,,ed.fast@parl.gc.ca,http://www.edfast.ca,Constituency Office,Main office -  Abbotsford,,Abbotsford,British Columbia,V2T 6S3,,604-557-7888,604-557-9918,https://www.ourcommons.ca/members/en/ed-fast(35904),1707851479772
88478,The Honourable Greg Fergus,,Greg.Fergus@parl.gc.ca,http://gregfergus.libparl.ca/?lang=en,Hill Office,House of Commons *,,Ottawa,Ontario,K1A 0A6,* Mail may be sent postage-free to any member of Parliament.,613-992-7550,613-992-7599,https://www.ourcommons.ca/members/en/greg-fergus(88478),1707851479772
88478,The Honourable Greg Fergus,,Greg.Fergus@parl.gc.ca,http://gregfergus.libparl.ca/?lang=en,Constituency Office,Main office -  Gatineau,,Gatineau,Quebec,J8X 2K5,,819-994-8844,819-994-8557,https://www.ourcommons.ca/members/en/greg-fergus(88478),1707851479772
88478,The Honourable Greg Fergus,,Greg.Fergus@parl.gc.ca,http://gregfergus.libparl.ca/?lang=en,Constituency Office,Gatineau,,Gatineau,Quebec,J9H 6A6,,819-682-1125,819-682-1129,https://www.ourcommons.ca/members/en/greg-fergus(88478),1707851479772
110604,Michelle Ferreri,,michelle.ferreri@parl.gc.ca,http://michelleferrerimp.ca,Hill Office,House of Commons *,,Ottawa,Ontario,K1A 0A6,* Mail may be sent postage-free to any member of Parliament.,613-995-6411,613-996-9800,https://www.ourcommons.ca/members/en/michelle-ferreri(110604),1707851479772
110604,Michelle Ferreri,,michelle.ferreri@parl.gc.ca,http://michelleferrerimp.ca,Constituency Office,Main office -  Peterborough,,Peterborough,Ontario,K9H 3Z1,,705-745-2108,705-741-4123,https://www.ourcommons.ca/members/en/michelle-ferreri(110604),1707851479772
88325,Andy Fillmore,,andy.fillmore@parl.gc.ca,http://www.andyfillmoremp.ca,Hill Office,House of Commons *,,Ottawa,Ontario,K1A 0A6,* Mail may be sent postage-free to any member of Parliament.,613-995-7614,613-992-8569,https://www.ourcommons.ca/members/en/andy-fillmore(88325),1707851479772
88325,Andy Fillmore,,andy.fillmore@parl.gc.ca,http://www.andyfillmoremp.ca,Constituency Office,Main office -  Halifax,,Halifax,Nova Scotia,B3J 3J8,,902-426-8691,902-426-8693,https://www.ourcommons.ca/members/en/andy-fillmore(88325),1707851479772
20878,The Honourable Kerry-Lynne D. Findlay,,kerry-lynne.findlay@parl.gc.ca,http://klfindlay.com,Hill Office,House of Commons *,,Ottawa,Ontario,K1A 0A6,* Mail may be sent postage-free to any member of Parliament.,613-947-4497,613-947-4500,https://www.ourcommons.ca/members/en/kerry-lynne-d-findlay(20878),1707851479772
20878,The Honourable Kerry-Lynne D. Findlay,,kerry-lynne.findlay@parl.gc.ca,http://klfindlay.com,Constituency Office,Main office -  Surrey,,Surrey,British Columbia,V4A 9E3,,604-542-9495,604-542-9496,https://www.ourcommons.ca/members/en/kerry-lynne-d-findlay(20878),1707851479772
88323,Darren Fisher,,darren.fisher@parl.gc.ca,http://darrenfisher.ca,Hill Office,House of Commons *,,Ottawa,Ontario,K1A 0A6,* Mail may be sent postage-free to any member of Parliament.,613-995-9378,613-995-9379,https://www.ourcommons.ca/members/en/darren-fisher(88323),1707851479772
88323,Darren Fisher,,darren.fisher@parl.gc.ca,http://darrenfisher.ca,Constituency Office,Main office -  Dartmouth,,Dartmouth,Nova Scotia,B2W 3E5,,902-462-6453,902-462-6493,https://www.ourcommons.ca/members/en/darren-fisher(88323),1707851479772
71692,Peter Fonseca,,peter.fonseca@parl.gc.ca,http://peterfonseca.libparl.ca,Hill Office,House of Commons *,,Ottawa,Ontario,K1A 0A6,* Mail may be sent postage-free to any member of Parliament.,613-996-0420,613-996-0279,https://www.ourcommons.ca/members/en/peter-fonseca(71692),1707851479772
71692,Peter Fonseca,,peter.fonseca@parl.gc.ca,http://peterfonseca.libparl.ca,Constituency Office,Main office -  Mississauga,,Mississauga,Ontario,L4Y 2X6,,905-566-0009,905-566-0017,https://www.ourcommons.ca/members/en/peter-fonseca(71692),1707851479772
96356,The Honourable Mona Fortier,,mona.fortier@parl.gc.ca,,Hill Office,House of Commons *,,Ottawa,Ontario,K1A 0A6,* Mail may be sent postage-free to any member of Parliament.,613-992-4766,613-992-6448,https://www.ourcommons.ca/members/en/mona-fortier(96356),1707851479772
96356,The Honourable Mona Fortier,,mona.fortier@parl.gc.ca,,Constituency Office,Main office -  Vanier,,Vanier,Ontario,K1L 6C7,,613-998-1860,613-947-7963,https://www.ourcommons.ca/members/en/mona-fortier(96356),1707851479772
88605,Rhéal Éloi Fortin,,rheal.fortin@parl.gc.ca,,Hill Office,House of Commons *,,Ottawa,Ontario,K1A 0A6,* Mail may be sent postage-free to any member of Parliament.,613-992-3257,613-992-2156,https://www.ourcommons.ca/members/en/rheal-eloi-fortin(88605),1707851479772
88605,Rhéal Éloi Fortin,,rheal.fortin@parl.gc.ca,,Constituency Office,Main office -  Saint-Jérôme,,Saint-Jérôme,Quebec,J7Z 2B8,,450-565-0061,450-565-0118,https://www.ourcommons.ca/members/en/rheal-eloi-fortin(88605),1707851479772
88827,Peter Fragiskatos,,peter.fragiskatos@parl.gc.ca,http://peterfragiskatos.libparl.ca,Hill Office,House of Commons *,,Ottawa,Ontario,K1A 0A6,* Mail may be sent postage-free to any member of Parliament.,613-992-0805,613-992-9613,https://www.ourcommons.ca/members/en/peter-fragiskatos(88827),1707851479772
88827,Peter Fragiskatos,,peter.fragiskatos@parl.gc.ca,http://peterfragiskatos.libparl.ca,Constituency Office,Main office -  London,,London,Ontario,N6A 1N6,,519-663-9777,519-663-2238,https://www.ourcommons.ca/members/en/peter-fragiskatos(88827),1707851479772
88316,The Honourable Sean Fraser,,sean.fraser@parl.gc.ca,http://www.seanfrasermp.ca,Hill Office,House of Commons *,,Ottawa,Ontario,K1A 0A6,* Mail may be sent postage-free to any member of Parliament.,613-992-6022,613-992-2337,https://www.ourcommons.ca/members/en/sean-fraser(88316),1707851479772
88316,The Honourable Sean Fraser,,sean.fraser@parl.gc.ca,http://www.seanfrasermp.ca,Constituency Office,Antigonish,,Antigonish,Nova Scotia,B2G 2B6,,902-867-2919,902-735-7103,https://www.ourcommons.ca/members/en/sean-fraser(88316),1707851479772
88316,The Honourable Sean Fraser,,sean.fraser@parl.gc.ca,http://www.seanfrasermp.ca,Constituency Office,Main office -  New Glasgow,,New Glasgow,Nova Scotia,B2H 4M5,,1-844-641-5886,902-752-0284,https://www.ourcommons.ca/members/en/sean-fraser(88316),1707851479772
84665,The Honourable Chrystia Freeland,,chrystia.freeland@parl.gc.ca,http://www.chrystiafreelandmp.com,Hill Office,House of Commons *,,Ottawa,Ontario,K1A 0A6,* Mail may be sent postage-free to any member of Parliament.,613-992-5234,613-996-9607,https://www.ourcommons.ca/members/en/chrystia-freeland(84665),1707851479772
84665,The Honourable Chrystia Freeland,,chrystia.freeland@parl.gc.ca,http://www.chrystiafreelandmp.com,Constituency Office,Main office -  Toronto,,Toronto,Ontario,M5S 3A7,,416-928-1451,416-928-2377,https://www.ourcommons.ca/members/en/chrystia-freeland(84665),1707851479772
1589,The Honourable Hedy Fry,,hedy.fry@parl.gc.ca,http://www.hedyfry.com,Hill Office,House of Commons *,,Ottawa,Ontario,K1A 0A6,* Mail may be sent postage-free to any member of Parliament.,613-992-3213,613-995-0056,https://www.ourcommons.ca/members/en/hedy-fry(1589),1707851479772
1589,The Honourable Hedy Fry,,hedy.fry@parl.gc.ca,http://www.hedyfry.com,Constituency Office,Main office -  Vancouver,,Vancouver,British Columbia,V6G 2M6,,604-666-0135,604-666-0114,https://www.ourcommons.ca/members/en/hedy-fry(1589),1707851479772
110534,Iqwinder Gaheer,,iqwinder.gaheer@parl.gc.ca,,Hill Office,House of Commons *,,Ottawa,Ontario,K1A 0A6,* Mail may be sent postage-free to any member of Parliament.,613-995-7784,613-996-9817,https://www.ourcommons.ca/members/en/iqwinder-gaheer(110534),1707851479772
110534,Iqwinder Gaheer,,iqwinder.gaheer@parl.gc.ca,,Constituency Office,Main office -  Mississauga,,Mississauga,Ontario,L4Z 3N1,,905-890-9012,905-890-7551,https://www.ourcommons.ca/members/en/iqwinder-gaheer(110534),1707851479772
115736,Anna Gainey,,anna.gainey@parl.gc.ca,http://annagainey.libparl.ca,Hill Office,House of Commons *,,Ottawa,Ontario,K1A 0A6,* Mail may be sent postage-free to any member of Parliament.,613-996-7267,613-995-8632,https://www.ourcommons.ca/members/en/anna-gainey(115736),1707851479772
115736,Anna Gainey,,anna.gainey@parl.gc.ca,http://annagainey.libparl.ca,Constituency Office,Main office -  Montréal,,Montréal,Quebec,H4A 1T6,,514-481-1897,,https://www.ourcommons.ca/members/en/anna-gainey(115736),1707851479772
1809,Cheryl Gallant,,cheryl.gallant@parl.gc.ca,http://cherylgallant.com,Hill Office,House of Commons *,,Ottawa,Ontario,K1A 0A6,* Mail may be sent postage-free to any member of Parliament.,613-992-7712,613-995-2561,https://www.ourcommons.ca/members/en/cheryl-gallant(1809),1707851479772
1809,Cheryl Gallant,,cheryl.gallant@parl.gc.ca,http://cherylgallant.com,Constituency Office,Main office -  Pembroke,,Pembroke,Ontario,K8A 5S5,,613-732-4404,613-732-4697,https://www.ourcommons.ca/members/en/cheryl-gallant(1809),1707851479772
110189,Jean-Denis Garon,,jean-denis.garon@parl.gc.ca,http://jdgaron.quebec,Hill Office,House of Commons *,,Ottawa,Ontario,K1A 0A6,* Mail may be sent postage-free to any member of Parliament.,613-992-1227,613-992-1245,https://www.ourcommons.ca/members/en/jean-denis-garon(110189),1707851479772
110189,Jean-Denis Garon,,jean-denis.garon@parl.gc.ca,http://jdgaron.quebec,Constituency Office,Main office -  Mirabel,,Mirabel,Quebec,J7J 1H1,,450-430-5535,450-430-5155,https://www.ourcommons.ca/members/en/jean-denis-garon(110189),1707851479772
71995,Randall Garrison,,randall.garrison@parl.gc.ca,http://randallgarrison.ndp.ca,Hill Office,House of Commons *,,Ottawa,Ontario,K1A 0A6,* Mail may be sent postage-free to any member of Parliament.,613-996-2625,613-996-9779,https://www.ourcommons.ca/members/en/randall-garrison(71995),1707851479772
71995,Randall Garrison,,randall.garrison@parl.gc.ca,http://randallgarrison.ndp.ca,Constituency Office,Main office -  Victoria,,Victoria,British Columbia,V9A 1B5,,250-405-6550,250-405-6554,https://www.ourcommons.ca/members/en/randall-garrison(71995),1707851479772
104806,Marie-Hélène Gaudreau,,MH.Gaudreau@parl.gc.ca,http://mhgaudreau.quebec,Hill Office,House of Commons *,,Ottawa,Ontario,K1A 0A6,* Mail may be sent postage-free to any member of Parliament.,613-992-2289,613-992-6864,https://www.ourcommons.ca/members/en/marie-helene-gaudreau(104806),1707851479772
104806,Marie-Hélène Gaudreau,,MH.Gaudreau@parl.gc.ca,http://mhgaudreau.quebec,Constituency Office,Main office -  Mont-Laurier,,Mont-Laurier,Quebec,J9L 1T3,,819-440-3091,819-440-3095,https://www.ourcommons.ca/members/en/marie-helene-gaudreau(104806),1707851479772
104806,Marie-Hélène Gaudreau,,MH.Gaudreau@parl.gc.ca,http://mhgaudreau.quebec,Constituency Office,Sainte-Agathe-des-Monts,,Sainte-Agathe-des-Monts,Quebec,J8C 2J4,,819-326-4724,819-326-2008,https://www.ourcommons.ca/members/en/marie-helene-gaudreau(104806),1707851479772
87121,Leah Gazan,,Leah.Gazan@parl.gc.ca,http://www.leahgazan.ca,Hill Office,House of Commons *,,Ottawa,Ontario,K1A 0A6,* Mail may be sent postage-free to any member of Parliament.,613-992-5308,613-992-2890,https://www.ourcommons.ca/members/en/leah-gazan(87121),1707851479772
87121,Leah Gazan,,Leah.Gazan@parl.gc.ca,http://www.leahgazan.ca,Constituency Office,Main office -  Winnipeg,,Winnipeg,Manitoba,R3E 0C7,,204-984-1675,204-984-1676,https://www.ourcommons.ca/members/en/leah-gazan(87121),1707851479772
63908,Bernard Généreux,,bernard.genereux@parl.gc.ca,http://www.bernardgenereux.ca/en,Hill Office,House of Commons *,,Ottawa,Ontario,K1A 0A6,* Mail may be sent postage-free to any member of Parliament.,613-995-0265,613-943-1229,https://www.ourcommons.ca/members/en/bernard-genereux(63908),1707851479772
