member_id,time_retrieved,office_type,office_title,office_address,office_city,office_province_territory,office_postal_code,office_note,office_phone,office_fax,office_email,office_toll_free,office_tty,source_url
110649,1708745800262,Constituency Office,Orillia,,Orillia,Ontario,L3V 7N6,,705-327-0513,705-327-8310,,,,https://www.ourcommons.ca/members/en/adam-chambers(110649)
88633,1708745800262,Hill Office,House of Commons *,,Ottawa,Ontario,K1A 0A6,* Mail may be sent postage-free to any member of Parliament.,613-995-4895,613-996-6883,,,,https://www.ourcommons.ca/members/en/francois-philippe-champagne(88633)
88633,1708745800262,Constituency Office,Main office -  Shawinigan,,Shawinigan,Quebec,G9T 2H5,,819-538-5291,819-538-7624,,,,https://www.ourcommons.ca/members/en/francois-philippe-champagne(88633)
88633,1708745800262,Constituency Office,La Tuque,,La Tuque,Quebec,G9X 3Z8,,819-523-2696,,,,,https://www.ourcommons.ca/members/en/francois-philippe-champagne(88633)
104741,1708745800262,Hill Office,House of Commons *,,Ottawa,Ontario,K1A 0A6,* Mail may be sent postage-free to any member of Parliament.,613-947-4550,613-947-4551,,,,https://www.ourcommons.ca/members/en/martin-champoux(104741)
104741,1708745800262,Constituency Office,Main office -  Drummondville,,Drummondville,Quebec,J2C 1M3,,819-477-3611,819-477-7116,,,,https://www.ourcommons.ca/members/en/martin-champoux(104741)
110225,1708745800262,Hill Office,House of Commons *,,Ottawa,Ontario,K1A 0A6,* Mail may be sent postage-free to any member of Parliament.,613-995-3950,613-992-6802,,,,https://www.ourcommons.ca/members/en/sophie-chatel(110225)
110225,1708745800262,Constituency Office,Main office -  Gatineau,,Gatineau,Quebec,J9J 4K1,,819-775-7970,,,,,https://www.ourcommons.ca/members/en/sophie-chatel(110225)
88953,1708745800262,Hill Office,House of Commons *,,Ottawa,Ontario,K1A 0A6,* Mail may be sent postage-free to any member of Parliament.,613-996-9681,613-996-6643,,,,https://www.ourcommons.ca/members/en/shaun-chen(88953)
88953,1708745800262,Constituency Office,Main office -  Scarborough,,Scarborough,Ontario,M1S 1T8,,416-321-2436,416-298-6035,,,,https://www.ourcommons.ca/members/en/shaun-chen(88953)
110513,1708745800262,Hill Office,House of Commons *,,Ottawa,Ontario,K1A 0A6,* Mail may be sent postage-free to any member of Parliament.,613-992-1178,613-992-1206,,,,https://www.ourcommons.ca/members/en/paul-chiang(110513)
110513,1708745800262,Constituency Office,Main office -  Markham,,Markham,Ontario,L3R 8G5,,905-470-2509,905-470-1366,,,,https://www.ourcommons.ca/members/en/paul-chiang(110513)
25488,1708745800262,Hill Office,House of Commons *,,Ottawa,Ontario,K1A 0A6,* Mail may be sent postage-free to any member of Parliament.,613-992-4179,613-996-4907,,,,https://www.ourcommons.ca/members/en/michael-d-chong(25488)
25488,1708745800262,Constituency Office,Main office -  Fergus,,Fergus,Ontario,N1M 2L3,,519-843-7344,519-843-3760,,,,https://www.ourcommons.ca/members/en/michael-d-chong(25488)
110438,1708745800262,Hill Office,House of Commons *,,Ottawa,Ontario,K1A 0A6,* Mail may be sent postage-free to any member of Parliament.,613-992-6535,613-992-7764,,,,https://www.ourcommons.ca/members/en/chad-collins(110438)
110438,1708745800262,Constituency Office,Main office -  Stoney Creek,,Stoney Creek,Ontario,L8G 1K1,,905-662-4763,905-662-2285,,,,https://www.ourcommons.ca/members/en/chad-collins(110438)
105908,1708745800262,Hill Office,House of Commons *,,Ottawa,Ontario,K1A 0A6,* Mail may be sent postage-free to any member of Parliament.,613-996-2358,613-952-1458,,,,https://www.ourcommons.ca/members/en/laurel-collins(105908)
105908,1708745800262,Constituency Office,Main office -  Victoria,,Victoria,British Columbia,V8V 3K5,,250-363-3600,250-363-8422,,,,https://www.ourcommons.ca/members/en/laurel-collins(105908)
89219,1708745800262,Hill Office,House of Commons *,,Ottawa,Ontario,K1A 0A6,* Mail may be sent postage-free to any member of Parliament.,613-996-4722,613-995-8880,,,,https://www.ourcommons.ca/members/en/michael-cooper(89219)
89219,1708745800262,Constituency Office,Main office -  St Albert,,St Albert,Alberta,T8N 1E4,,780-459-0809,780-460-1246,,,,https://www.ourcommons.ca/members/en/michael-cooper(89219)
88350,1708745800262,Hill Office,House of Commons *,,Ottawa,Ontario,K1A 0A6,* Mail may be sent postage-free to any member of Parliament.,613-992-2165,613-992-4558,,,,https://www.ourcommons.ca/members/en/serge-cormier(88350)
88350,1708745800262,Constituency Office,Main office -  Caraquet,,Caraquet,New Brunswick,E1W 1A5,,1-800-992-5699,506-726-5394,,,,https://www.ourcommons.ca/members/en/serge-cormier(88350)
88350,1708745800262,Constituency Office,Bathurst,,Bathurst,New Brunswick,E2A 1M9,,506-350-5398,506-546-3045,,,,https://www.ourcommons.ca/members/en/serge-cormier(88350)
110373,1708745800262,Hill Office,House of Commons *,,Ottawa,Ontario,K1A 0A6,* Mail may be sent postage-free to any member of Parliament.,613-992-0919,613-992-0945,,,,https://www.ourcommons.ca/members/en/michael-coteau(110373)
110373,1708745800262,Constituency Office,Main office -  North York,,North York,Ontario,M3A 1C1,,416-443-0343,416-443-1393,,,,https://www.ourcommons.ca/members/en/michael-coteau(110373)
88994,1708745800262,Hill Office,House of Commons *,,Ottawa,Ontario,K1A 0A6,* Mail may be sent postage-free to any member of Parliament.,613-992-9381,613-992-9389,,,,https://www.ourcommons.ca/members/en/julie-dabrusin(88994)
88994,1708745800262,Constituency Office,Main office -  Toronto,,Toronto,Ontario,M4M 1K4,,416-405-8914,416-405-8916,,,,https://www.ourcommons.ca/members/en/julie-dabrusin(88994)
35909,1708745800262,Hill Office,House of Commons *,,Ottawa,Ontario,K1A 0A6,* Mail may be sent postage-free to any member of Parliament.,613-947-4613,613-947-4615,,,,https://www.ourcommons.ca/members/en/marc-dalton(35909)
35909,1708745800262,Constituency Office,Main office -  Maple Ridge,,Maple Ridge,British Columbia,V2X 2T3,,604-466-2761,604-466-7593,,,,https://www.ourcommons.ca/members/en/marc-dalton(35909)
88884,1708745800262,Hill Office,House of Commons *,,Ottawa,Ontario,K1A 0A6,* Mail may be sent postage-free to any member of Parliament.,613-992-1338,613-992-1344,,,,https://www.ourcommons.ca/members/en/pam-damoff(88884)
88884,1708745800262,Constituency Office,Main office -  Oakville,,Oakville,Ontario,L6M 4J2,,905-847-4043,905-847-3037,,,,https://www.ourcommons.ca/members/en/pam-damoff(88884)
105521,1708745800262,Hill Office,House of Commons *,,Ottawa,Ontario,K1A 0A6,* Mail may be sent postage-free to any member of Parliament.,613-992-7148,613-996-9125,,,,https://www.ourcommons.ca/members/en/raquel-dancho(105521)
105521,1708745800262,Constituency Office,Main office -  Winnipeg,,Winnipeg,Manitoba,R2V 4E2,,204-984-6322,204-984-6415,,,,https://www.ourcommons.ca/members/en/raquel-dancho(105521)
102653,1708745800262,Hill Office,House of Commons *,,Ottawa,Ontario,K1A 0A6,* Mail may be sent postage-free to any member of Parliament.,613-996-7752,613-992-8351,,,,https://www.ourcommons.ca/members/en/scot-davidson(102653)
102653,1708745800262,Constituency Office,Main office -  Holland Landing,,Holland Landing,Ontario,L9N 1M7,,905-898-1600,905-898-4600,,,,https://www.ourcommons.ca/members/en/scot-davidson(102653)
59325,1708745800262,Hill Office,House of Commons *,,Ottawa,Ontario,K1A 0A6,* Mail may be sent postage-free to any member of Parliament.,613-943-0267,613-943-0219,,,,https://www.ourcommons.ca/members/en/don-davies(59325)
59325,1708745800262,Constituency Office,Main office -  Vancouver,,Vancouver,British Columbia,V5R 5J4,,604-775-6263,604-775-6284,,,,https://www.ourcommons.ca/members/en/don-davies(59325)
35315,1708745800262,Hill Office,House of Commons *,,Ottawa,Ontario,K1A 0A6,* Mail may be sent postage-free to any member of Parliament.,613-995-2532,613-941-3300,,,,https://www.ourcommons.ca/members/en/claude-debellefeuille(35315)
35315,1708745800262,Constituency Office,Main office -  Salaberry-de-Valleyfield,,Salaberry-de-Valleyfield,Quebec,J6T 1Z8,,450-371-0644,450-371-3330,,,,https://www.ourcommons.ca/members/en/claude-debellefeuille(35315)
88535,1708745800262,Hill Office,House of Commons *,,Ottawa,Ontario,K1A 0A6,* Mail may be sent postage-free to any member of Parliament.,613-996-4151,613-954-2269,,,,https://www.ourcommons.ca/members/en/gerard-deltell(88535)
88535,1708745800262,Constituency Office,Main office -  Québec,,Québec,Quebec,G2B 3K3,,418-842-5552,418-842-7333,,,,https://www.ourcommons.ca/members/en/gerard-deltell(88535)
49344,1708745800262,Hill Office,House of Commons *,,Ottawa,Ontario,K1A 0A6,* Mail may be sent postage-free to any member of Parliament.,613-995-5711,613-996-9857,,,,https://www.ourcommons.ca/members/en/chris-dentremont(49344)
49344,1708745800262,Constituency Office,Main office -  Yarmouth,,Yarmouth,Nova Scotia,B5A 1E9,,902-742-6808,1-866-280-5302,,,,https://www.ourcommons.ca/members/en/chris-dentremont(49344)
49344,1708745800262,Constituency Office,Kingston,,Kingston,Nova Scotia,B0P 1R0,,902-242-3605,,,,,https://www.ourcommons.ca/members/en/chris-dentremont(49344)
104715,1708745800262,Hill Office,House of Commons *,,Ottawa,Ontario,K1A 0A6,* Mail may be sent postage-free to any member of Parliament.,613-995-9732,613-996-2656,,,,https://www.ourcommons.ca/members/en/caroline-desbiens(104715)
104715,1708745800262,Constituency Office,Main office -  Ste-Anne-de-Beaupré,,Ste-Anne-de-Beaupré,Quebec,G0A 3C0,,418-827-6776,418-827-7077,,,,https://www.ourcommons.ca/members/en/caroline-desbiens(104715)
104715,1708745800262,Constituency Office,La Malbaie,,La Malbaie,Quebec,G5A 1T1,,418-665-6566,418-665-6166,,,,https://www.ourcommons.ca/members/en/caroline-desbiens(104715)
104922,1708745800262,Hill Office,House of Commons *,,Ottawa,Ontario,K1A 0A6,* Mail may be sent postage-free to any member of Parliament.,613-992-7330,613-992-2602,,,,https://www.ourcommons.ca/members/en/luc-desilets(104922)
104922,1708745800262,Constituency Office,Main office -  Saint-Eustache,,Saint-Eustache,Quebec,J7P 4X2,,450-623-3335,450-623-3103,,,,https://www.ourcommons.ca/members/en/luc-desilets(104922)
110889,1708745800262,Hill Office,House of Commons *,,Ottawa,Ontario,K1A 0A6,* Mail may be sent postage-free to any member of Parliament.,613-992-3821,613-992-6898,,,,https://www.ourcommons.ca/members/en/blake-desjarlais(110889)
110889,1708745800262,Constituency Office,Main office -  Edmonton,,Edmonton,Alberta,T5E 0B8,,780-495-3261,780-495-5142,,,,https://www.ourcommons.ca/members/en/blake-desjarlais(110889)
31098,1708745800262,Hill Office,House of Commons *,,Ottawa,Ontario,K1A 0A6,* Mail may be sent postage-free to any member of Parliament.,613-992-0666,613-992-1965,,,,https://www.ourcommons.ca/members/en/sukh-dhaliwal(31098)
31098,1708745800262,Constituency Office,Main office -  Surrey,,Surrey,British Columbia,V3W 2V6,,604-598-2200,604-598-2212,,,,https://www.ourcommons.ca/members/en/sukh-dhaliwal(31098)
88453,1708745800262,Hill Office,House of Commons *,,Ottawa,Ontario,K1A 0A6,* Mail may be sent postage-free to any member of Parliament.,613-995-2251,613-996-1481,,,,https://www.ourcommons.ca/members/en/anju-dhillon(88453)
88453,1708745800262,Constituency Office,Main office -  Lachine,,Lachine,Quebec,H8S 2B5,,514-639-4497,514-639-7407,,,,https://www.ourcommons.ca/members/en/anju-dhillon(88453)
109915,1708745800262,Hill Office,House of Commons *,,Ottawa,Ontario,K1A 0A6,* Mail may be sent postage-free to any member of Parliament.,613-996-3085,613-996-6988,,,,https://www.ourcommons.ca/members/en/lena-metlege-diab(109915)
109915,1708745800262,Constituency Office,Main office -  Halifax,,Halifax,Nova Scotia,B3L 4H9,,902-426-2217,902-426-8339,,,,https://www.ourcommons.ca/members/en/lena-metlege-diab(109915)
89249,1708745800262,Hill Office,House of Commons *,,Ottawa,Ontario,K1A 0A6,* Mail may be sent postage-free to any member of Parliament.,613-995-6704,613-996-9850,,,,https://www.ourcommons.ca/members/en/todd-doherty(89249)
89249,1708745800262,Constituency Office,Main office -  Prince George,,Prince George,British Columbia,V2L 3G4,,250-564-7771,250-564-6224,,,,https://www.ourcommons.ca/members/en/todd-doherty(89249)
105091,1708745800262,Hill Office,House of Commons *,,Ottawa,Ontario,K1A 0A6,* Mail may be sent postage-free to any member of Parliament.,613-995-4988,613-995-1686,,,,https://www.ourcommons.ca/members/en/han-dong(105091)
105091,1708745800262,Constituency Office,Main office -  Toronto,,Toronto,Ontario,M2J 4V6,,416-443-0623,416-443-9819,,,,https://www.ourcommons.ca/members/en/han-dong(105091)
105410,1708745800262,Hill Office,House of Commons *,,Ottawa,Ontario,K1A 0A6,* Mail may be sent postage-free to any member of Parliament.,613-992-4224,613-992-2164,,,,https://www.ourcommons.ca/members/en/terry-dowdall(105410)
105410,1708745800262,Constituency Office,Main office -  Alliston,,Alliston,Ontario,L9R 1J8,,705-435-1809,705-435-6448,,,,https://www.ourcommons.ca/members/en/terry-dowdall(105410)
105410,1708745800262,Constituency Office,Collingwood,,Collingwood,Ontario,L9Y 4H8,,705-445-5557,705-445-5155,,,,https://www.ourcommons.ca/members/en/terry-dowdall(105410)
59226,1708745800262,Hill Office,House of Commons *,,Ottawa,Ontario,K1A 0A6,* Mail may be sent postage-free to any member of Parliament.,613-995-0590,613-995-6831,,,,https://www.ourcommons.ca/members/en/earl-dreeshen(59226)
59226,1708745800262,Constituency Office,Main office -  Red Deer,,Red Deer,Alberta,T4N 4N7,,403-347-7426,403-347-7423,,,,https://www.ourcommons.ca/members/en/earl-dreeshen(59226)
88756,1708745800262,Hill Office,House of Commons *,,Ottawa,Ontario,K1A 0A6,* Mail may be sent postage-free to any member of Parliament.,613-992-0490,613-996-9123,,,,https://www.ourcommons.ca/members/en/francis-drouin(88756)
88756,1708745800262,Constituency Office,Main office -  Rockland,,Rockland,Ontario,K4K 1C8,,613-446-6310,613-446-5666,,,,https://www.ourcommons.ca/members/en/francis-drouin(88756)
88756,1708745800262,Constituency Office,Hawkesbury,,Hawkesbury,Ontario,K6A 1A1,,613-632-5214,613-632-3085,,,,https://www.ourcommons.ca/members/en/francis-drouin(88756)
88756,1708745800262,Constituency Office,Alexandria,,Alexandria,Ontario,K0C 1A0,,613-361-9791,613-996-9123,,,,https://www.ourcommons.ca/members/en/francis-drouin(88756)
88756,1708745800262,Constituency Office,Embrun,,Embrun,Ontario,K0A 1W0,,613-292-8222,,,,,https://www.ourcommons.ca/members/en/francis-drouin(88756)
84660,1708745800262,Hill Office,House of Commons *,,Ottawa,Ontario,K1A 0A6,* Mail may be sent postage-free to any member of Parliament.,613-995-6108,613-995-9755,,,,https://www.ourcommons.ca/members/en/emmanuel-dubourg(84660)
84660,1708745800262,Constituency Office,Main office -  Montreal-Nord,,Montreal-Nord,Quebec,H1G 6E1,,514-323-1212,514-323-2875,,,,https://www.ourcommons.ca/members/en/emmanuel-dubourg(84660)
89408,1708745800262,Hill Office,House of Commons *,,Ottawa,Ontario,K1A 0A6,* Mail may be sent postage-free to any member of Parliament.,613-992-8865,613-995-2805,,,,https://www.ourcommons.ca/members/en/jean-yves-duclos(89408)
89408,1708745800262,Constituency Office,Main office -  Québec,,Québec,Quebec,G1K 3J4,,418-523-6666,418-523-6672,,,,https://www.ourcommons.ca/members/en/jean-yves-duclos(89408)
31119,1708745800262,Hill Office,House of Commons *,,Ottawa,Ontario,K1A 0A6,* Mail may be sent postage-free to any member of Parliament.,613-995-7517,613-943-1466,,,,https://www.ourcommons.ca/members/en/terry-duguid(31119)
31119,1708745800262,Constituency Office,Main office -  Winnipeg,,Winnipeg,Manitoba,R3T 2H5,,204-984-6787,204-984-6792,,,,https://www.ourcommons.ca/members/en/terry-duguid(31119)
105422,1708745800262,Hill Office,House of Commons *,,Ottawa,Ontario,K1A 0A6,* Mail may be sent postage-free to any member of Parliament.,613-992-2521,613-996-2119,,,,https://www.ourcommons.ca/members/en/eric-duncan(105422)
105422,1708745800262,Constituency Office,Main office -  Cornwall,,Cornwall,Ontario,K6J 5C6,,613-937-3331,613-937-3251,,,,https://www.ourcommons.ca/members/en/eric-duncan(105422)
105422,1708745800262,Constituency Office,Winchester,,Winchester,Ontario,K0C 2K0,,,,,,,https://www.ourcommons.ca/members/en/eric-duncan(105422)
105422,1708745800262,Constituency Office,Morrisburg,,Morrisburg,Ontario,K0C 1X0,,,,,,,https://www.ourcommons.ca/members/en/eric-duncan(105422)
58877,1708745800262,Hill Office,House of Commons *,,Ottawa,Ontario,K1A 0A6,* Mail may be sent postage-free to any member of Parliament.,613-995-4702,613-995-8359,,,,https://www.ourcommons.ca/members/en/kirsty-duncan(58877)
58877,1708745800262,Constituency Office,Main office -  Etobicoke,,Etobicoke,Ontario,M9V 1A3,,416-747-6003,416-747-8295,,,,https://www.ourcommons.ca/members/en/kirsty-duncan(58877)
88721,1708745800262,Hill Office,House of Commons *,,Ottawa,Ontario,K1A 0A6,* Mail may be sent postage-free to any member of Parliament.,613-992-2576,613-995-8202,,,,https://www.ourcommons.ca/members/en/julie-dzerowicz(88721)
88721,1708745800262,Constituency Office,Main office -  Toronto,,Toronto,Ontario,M6H 1N2,,416-654-8048,416-654-5083,,,,https://www.ourcommons.ca/members/en/julie-dzerowicz(88721)
89010,1708745800262,Hill Office,House of Commons *,,Ottawa,Ontario,K1A 0A6,* Mail may be sent postage-free to any member of Parliament.,613-992-4964,613-992-1158,,,,https://www.ourcommons.ca/members/en/ali-ehsassi(89010)
89010,1708745800262,Constituency Office,Main office -  Toronto,,Toronto,Ontario,M2N 1M7,,416-223-2858,416-223-9715,,,,https://www.ourcommons.ca/members/en/ali-ehsassi(89010)
88515,1708745800262,Hill Office,House of Commons *,,Ottawa,Ontario,K1A 0A6,* Mail may be sent postage-free to any member of Parliament.,613-992-2659,613-992-9469,,,,https://www.ourcommons.ca/members/en/faycal-el-khoury(88515)
88515,1708745800262,Constituency Office,Main office -  Laval,,Laval,Quebec,H7X 1G1,,450-689-4594,450-689-5092,,,,https://www.ourcommons.ca/members/en/faycal-el-khoury(88515)
109905,1708745800262,Hill Office,House of Commons *,,Ottawa,Ontario,K1A 0A6,* Mail may be sent postage-free to any member of Parliament.,613-992-3366,613-992-7220,,,,https://www.ourcommons.ca/members/en/stephen-ellis(109905)
109905,1708745800262,Constituency Office,Amherst,,Amherst,Nova Scotia,B4H 3A5,,902-667-8679,902-667-0742,,,,https://www.ourcommons.ca/members/en/stephen-ellis(109905)
109905,1708745800262,Constituency Office,Main office -  Truro,,Truro,Nova Scotia,B2N 4B4,,902-895-2863,902-895-9544,,,,https://www.ourcommons.ca/members/en/stephen-ellis(109905)
105082,1708745800262,Hill Office,House of Commons *,,Ottawa,Ontario,K1A 0A6,* Mail may be sent postage-free to any member of Parliament.,613-992-2612,613-992-1852,,,,https://www.ourcommons.ca/members/en/dave-epp(105082)
105082,1708745800262,Constituency Office,Main office -  Leamington,,Leamington,Ontario,N8H 3B2,,519-326-9655,519-326-2042,,,,https://www.ourcommons.ca/members/en/dave-epp(105082)
105082,1708745800262,Constituency Office,Chatham,,Chatham,Ontario,N7M 5W3,,519-358-7555,519-358-1428,,,,https://www.ourcommons.ca/members/en/dave-epp(105082)
88687,1708745800262,Hill Office,House of Commons *,,Ottawa,Ontario,K1A 0A6,* Mail may be sent postage-free to any member of Parliament.,613-992-2115,613-996-7942,,,,https://www.ourcommons.ca/members/en/nathaniel-erskine-smith(88687)
88687,1708745800262,Constituency Office,Main office -  Toronto,,Toronto,Ontario,M4C 1J4,,416-467-0860,416-467-0905,,,,https://www.ourcommons.ca/members/en/nathaniel-erskine-smith(88687)
98749,1708745800262,Hill Office,House of Commons *,,Ottawa,Ontario,K1A 0A6,* Mail may be sent postage-free to any member of Parliament.,613-995-7080,613-996-8472,,,,https://www.ourcommons.ca/members/en/rosemarie-falk(98749)
98749,1708745800262,Constituency Office,Main office -  Lloydminster,,Lloydminster,Saskatchewan,S9V 2H1,,306-825-5005,,,,,https://www.ourcommons.ca/members/en/rosemarie-falk(98749)
84672,1708745800262,Hill Office,House of Commons *,,Ottawa,Ontario,K1A 0A6,* Mail may be sent postage-free to any member of Parliament.,613-992-3128,613-995-1049,,,,https://www.ourcommons.ca/members/en/ted-falk(84672)
84672,1708745800262,Constituency Office,Main office -  Steinbach,,Steinbach,Manitoba,R5G 0T3,,204-326-9889,204-346-9874,,,,https://www.ourcommons.ca/members/en/ted-falk(84672)
35904,1708745800262,Hill Office,House of Commons *,,Ottawa,Ontario,K1A 0A6,* Mail may be sent postage-free to any member of Parliament.,613-995-0183,613-996-9795,,,,https://www.ourcommons.ca/members/en/ed-fast(35904)
35904,1708745800262,Constituency Office,Main office -  Abbotsford,,Abbotsford,British Columbia,V2T 6S3,,604-557-7888,604-557-9918,,,,https://www.ourcommons.ca/members/en/ed-fast(35904)
88478,1708745800262,Hill Office,House of Commons *,,Ottawa,Ontario,K1A 0A6,* Mail may be sent postage-free to any member of Parliament.,613-992-7550,613-992-7599,,,,https://www.ourcommons.ca/members/en/greg-fergus(88478)
88478,1708745800262,Constituency Office,Main office -  Gatineau,,Gatineau,Quebec,J8X 2K5,,819-994-8844,819-994-8557,,,,https://www.ourcommons.ca/members/en/greg-fergus(88478)
88478,1708745800262,Constituency Office,Gatineau,,Gatineau,Quebec,J9H 6A6,,819-682-1125,819-682-1129,,,,https://www.ourcommons.ca/members/en/greg-fergus(88478)
110604,1708745800262,Hill Office,House of Commons *,,Ottawa,Ontario,K1A 0A6,* Mail may be sent postage-free to any member of Parliament.,613-995-6411,613-996-9800,,,,https://www.ourcommons.ca/members/en/michelle-ferreri(110604)
110604,1708745800262,Constituency Office,Main office -  Peterborough,,Peterborough,Ontario,K9H 3Z1,,705-745-2108,705-741-4123,,,,https://www.ourcommons.ca/members/en/michelle-ferreri(110604)
88325,1708745800262,Hill Office,House of Commons *,,Ottawa,Ontario,K1A 0A6,* Mail may be sent postage-free to any member of Parliament.,613-995-7614,613-992-8569,,,,https://www.ourcommons.ca/members/en/andy-fillmore(88325)
88325,1708745800262,Constituency Office,Main office -  Halifax,,Halifax,Nova Scotia,B3J 3J8,,902-426-8691,902-426-8693,,,,https://www.ourcommons.ca/members/en/andy-fillmore(88325)
20878,1708745800262,Hill Office,House of Commons *,,Ottawa,Ontario,K1A 0A6,* Mail may be sent postage-free to any member of Parliament.,613-947-4497,613-947-4500,,,,https://www.ourcommons.ca/members/en/kerry-lynne-d-findlay(20878)
20878,1708745800262,Constituency Office,Main office -  Surrey,,Surrey,British Columbia,V4A 9E3,,604-542-9495,604-542-9496,,,,https://www.ourcommons.ca/members/en/kerry-lynne-d-findlay(20878)
88323,1708745800262,Hill Office,House of Commons *,,Ottawa,Ontario,K1A 0A6,* Mail may be sent postage-free to any member of Parliament.,613-995-9378,613-995-9379,,,,https://www.ourcommons.ca/members/en/darren-fisher(88323)
88323,1708745800262,Constituency Office,Main office -  Dartmouth,,Dartmouth,Nova Scotia,B2W 3E5,,902-462-6453,902-462-6493,,,,https://www.ourcommons.ca/members/en/darren-fisher(88323)
71692,1708745800262,Hill Office,House of Commons *,,Ottawa,Ontario,K1A 0A6,* Mail may be sent postage-free to any member of Parliament.,613-996-0420,613-996-0279,,,,https://www.ourcommons.ca/members/en/peter-fonseca(71692)
71692,1708745800262,Constituency Office,Main office -  Mississauga,,Mississauga,Ontario,L4Y 2X6,,905-566-0009,905-566-0017,,,,https://www.ourcommons.ca/members/en/peter-fonseca(71692)
96356,1708745800262,Hill Office,House of Commons *,,Ottawa,Ontario,K1A 0A6,* Mail may be sent postage-free to any member of Parliament.,613-992-4766,613-992-6448,,,,https://www.ourcommons.ca/members/en/mona-fortier(96356)
96356,1708745800262,Constituency Office,Main office -  Vanier,,Vanier,Ontario,K1L 6C7,,613-998-1860,613-947-7963,,,,https://www.ourcommons.ca/members/en/mona-fortier(96356)
88605,1708745800262,Hill Office,House of Commons *,,Ottawa,Ontario,K1A 0A6,* Mail may be sent postage-free to any member of Parliament.,613-992-3257,613-992-2156,,,,https://www.ourcommons.ca/members/en/rheal-eloi-fortin(88605)
88605,1708745800262,Constituency Office,Main office -  Saint-Jérôme,,Saint-Jérôme,Quebec,J7Z 2B8,,450-565-0061,450-565-0118,,,,https://www.ourcommons.ca/members/en/rheal-eloi-fortin(88605)
88827,1708745800262,Hill Office,House of Commons *,,Ottawa,Ontario,K1A 0A6,* Mail may be sent postage-free to any member of Parliament.,613-992-0805,613-992-9613,,,,https://www.ourcommons.ca/members/en/peter-fragiskatos(88827)
88827,1708745800262,Constituency Office,Main office -  London,,London,Ontario,N6A 1N6,,519-663-9777,519-663-2238,,,,https://www.ourcommons.ca/members/en/peter-fragiskatos(88827)
88316,1708745800262,Hill Office,House of Commons *,,Ottawa,Ontario,K1A 0A6,* Mail may be sent postage-free to any member of Parliament.,613-992-6022,613-992-2337,,,,https://www.ourcommons.ca/members/en/sean-fraser(88316)
88316,1708745800262,Constituency Office,Antigonish,,Antigonish,Nova Scotia,B2G 2B6,,902-867-2919,902-735-7103,,,,https://www.ourcommons.ca/members/en/sean-fraser(88316)
88316,1708745800262,Constituency Office,Main office -  New Glasgow,,New Glasgow,Nova Scotia,B2H 4M5,,1-844-641-5886,902-752-0284,,,,https://www.ourcommons.ca/members/en/sean-fraser(88316)
84665,1708745800262,Hill Office,House of Commons *,,Ottawa,Ontario,K1A 0A6,* Mail may be sent postage-free to any member of Parliament.,613-992-5234,613-996-9607,,,,https://www.ourcommons.ca/members/en/chrystia-freeland(84665)
84665,1708745800262,Constituency Office,Main office -  Toronto,,Toronto,Ontario,M5S 3A7,,416-928-1451,416-928-2377,,,,https://www.ourcommons.ca/members/en/chrystia-freeland(84665)
1589,1708745800262,Hill Office,House of Commons *,,Ottawa,Ontario,K1A 0A6,* Mail may be sent postage-free to any member of Parliament.,613-992-3213,613-995-0056,,,,https://www.ourcommons.ca/members/en/hedy-fry(1589)
1589,1708745800262,Constituency Office,Main office -  Vancouver,,Vancouver,British Columbia,V6G 2M6,,604-666-0135,604-666-0114,,,,https://www.ourcommons.ca/members/en/hedy-fry(1589)
110534,1708745800262,Hill Office,House of Commons *,,Ottawa,Ontario,K1A 0A6,* Mail may be sent postage-free to any member of Parliament.,613-995-7784,613-996-9817,,,,https://www.ourcommons.ca/members/en/iqwinder-gaheer(110534)
110534,1708745800262,Constituency Office,Main office -  Mississauga,,Mississauga,Ontario,L4Z 3N1,,905-890-9012,905-890-7551,,,,https://www.ourcommons.ca/members/en/iqwinder-gaheer(110534)
115736,1708745800262,Hill Office,House of Commons *,,Ottawa,Ontario,K1A 0A6,* Mail may be sent postage-free to any member of Parliament.,613-996-7267,613-995-8632,,,,https://www.ourcommons.ca/members/en/anna-gainey(115736)
115736,1708745800262,Constituency Office,Main office -  Montréal,,Montréal,Quebec,H4A 1T6,,514-481-1897,,,,,https://www.ourcommons.ca/members/en/anna-gainey(115736)
1809,1708745800262,Hill Office,House of Commons *,,Ottawa,Ontario,K1A 0A6,* Mail may be sent postage-free to any member of Parliament.,613-992-7712,613-995-2561,,,,https://www.ourcommons.ca/members/en/cheryl-gallant(1809)
1809,1708745800262,Constituency Office,Main office -  Pembroke,,Pembroke,Ontario,K8A 5S5,,613-732-4404,613-732-4697,,,,https://www.ourcommons.ca/members/en/cheryl-gallant(1809)
110189,1708745800262,Hill Office,House of Commons *,,Ottawa,Ontario,K1A 0A6,* Mail may be sent postage-free to any member of Parliament.,613-992-1227,613-992-1245,,,,https://www.ourcommons.ca/members/en/jean-denis-garon(110189)
110189,1708745800262,Constituency Office,Main office -  Mirabel,,Mirabel,Quebec,J7J 1H1,,450-430-5535,450-430-5155,,,,https://www.ourcommons.ca/members/en/jean-denis-garon(110189)
71995,1708745800262,Hill Office,House of Commons *,,Ottawa,Ontario,K1A 0A6,* Mail may be sent postage-free to any member of Parliament.,613-996-2625,613-996-9779,,,,https://www.ourcommons.ca/members/en/randall-garrison(71995)
