Honorific,"First name","Last name","Office type",Address,City,Province,"Postal code","Office email",Email,Telephone,Fax,Toll-free,TTY,"Riding name",Party,"Parliamentary role","Member ID",,,
Hon.,Nina,Tangri,"Ministry office","Ministry of Economic Development, Job Creation and Trade
18th Floor
777 Bay St.
",Toronto,ON,"M7A 1S5",,Nina.Tangri@pc.ola.org,,,,,Mississauga—Streetsville,"Progressive Conservative Party of Ontario",,7494
Hon.,Nina,Tangri,"Constituency office","330 Queen St. S
",Mississauga,ON,"L5M 1M2",,Nina.Tangri@pc.ola.org,905-569-1643,905-569-6416,,,Mississauga—Streetsville,"Progressive Conservative Party of Ontario",,7494
,Jess,Dixon,"Ministry office","Ministry of Energy
10th Floor
77 Grenville Ave.
",Toronto,ON,"M7A 2C1",,Jess.Dixon@pc.ola.org,437-235-7208,,,,"Kitchener South—Hespeler","Progressive Conservative Party of Ontario",,7603
,Jess,Dixon,"Constituency office","Building A
Unit 11
260 Holiday Inn Dr.
",Cambridge,ON,"N3C 2E8",,Jess.Dixon@pc.ola.org,519-650-9413,519-650-7006,,,"Kitchener South—Hespeler","Progressive Conservative Party of Ontario",,7603
,Peter,Tabuns,"Constituency office","923 Danforth Ave.
",Toronto,ON,"M4J 1L8",tabunsp-co@ndp.on.ca,tabunsp-qp@ndp.on.ca,416-461-0223,416-461-9542,,,Toronto—Danforth,"New Democratic Party of Ontario",,7041
,Peter,Tabuns,"Legislative office","Room 465

111 Wellesley St. W
",Toronto,ON,"M7A 1A5",,tabunsp-qp@ndp.on.ca,416-325-3250,416-325-3252,,,Toronto—Danforth,"New Democratic Party of Ontario",,7041
Hon.,Victor,Fedeli,"Ministry office","Ministry of Economic Development, Job Creation, and Trade
18th Floor
777 Bay St.
",Toronto,ON,"M7A 1S5",,Vic.Fedeli@pc.ola.org,416-326-8475,,,,Nipissing,"Progressive Conservative Party of Ontario",,7185
Hon.,Victor,Fedeli,"Constituency office","219 Main St. E
","North Bay",ON,"P1B 1B2",Vic.Fedelico@pc.ola.org,Vic.Fedeli@pc.ola.org,705-474-8340,705-474-9747,,,Nipissing,"Progressive Conservative Party of Ontario",,7185
,Dawn,"Gallagher Murphy","Ministry office","Ministry of Health
5th Floor
777 Bay St.
",Toronto,ON,"M7A 2J3",,Dawn.GallagherMurphy@pc.ola.org,,,,,Newmarket—Aurora,"Progressive Conservative Party of Ontario",,7605
,Dawn,"Gallagher Murphy","Constituency office","Unit 22
16635 Yonge St.
",Newmarket,ON,"L3X 1V6",,Dawn.GallagherMurphy@pc.ola.org,905-853-9889,905-853-6115,1-800-211-1881,,Newmarket—Aurora,"Progressive Conservative Party of Ontario",,7605
Hon.,Jill,Dunlop,"Ministry office","Ministry of Colleges and Universities
5th Floor
438 University Ave.
",Toronto,ON,"M7A 1N3",,Jill.Dunlop@pc.ola.org," 416-326-1600",,,,"Simcoe North","Progressive Conservative Party of Ontario",,7512
Hon.,Jill,Dunlop,"Constituency office","Unit 9

575 West St. S
",Orillia,Ontario,"L3V 7N6",,Jill.Dunlop@pc.ola.org," 705-326-3246",705-326-9579,,,"Simcoe North","Progressive Conservative Party of Ontario",,7512
,Mike,Harris,"Ministry office","Room 434
Main Legislative Building, Queen's Park
",Toronto,ON,"M7A 1A5",,Mike.Harris@pc.ola.org,416-325-3018,,,,Kitchener—Conestoga,"Progressive Conservative Party of Ontario",,7482
,Mike,Harris,"Constituency office","Unit 3 &amp; 4
63 Arthur St. S
",Elmira,ON,"N3B 2M6",Mike.Harrisco@pc.ola.org,Mike.Harris@pc.ola.org,"519-669-2090  ","519-669-0476  ",,,Kitchener—Conestoga,"Progressive Conservative Party of Ontario",,7482
,Joel,Harden,"Constituency office","109 Catherine St.
",Ottawa,ON,"K2P 0P4",JHarden-CO@ndp.on.ca,,"613-722-6414 ",613-722-6703,,,"Ottawa Centre","New Democratic Party of Ontario",,7500
,Joel,Harden,"Legislative office","Room 328
Main Legislative Building, Queen's Park
",Toronto,ON,"M7A 1A8",JHarden-QP@ndp.on.ca,,"416-326-7648  ",416-326-7639,,,"Ottawa Centre","New Democratic Party of Ontario",,7500
,Ernie,Hardeman,"Constituency office","12 Perry St.
",Woodstock,ON,"N4S 3C2",Ernie.Hardemanco@pc.ola.org,Ernie.Hardeman@pc.ola.org,519-537-5222,"519-537-3577 ",1-800-265-4046,,Oxford,"Progressive Conservative Party of Ontario",,43
,Ernie,Hardeman,"Legislative office","Room 436
Main Legislative Building, Queen's Park
",Toronto,ON,"M7A 1A8",,Ernie.Hardeman@pc.ola.org,416-325-0224,,,,Oxford,"Progressive Conservative Party of Ontario",,43
,Lisa,Gretzky,"Constituency office","2443 Dougall Ave.
","Windsor ",ON,"N8X 1T3",LGretzky-CO@ndp.on.ca,LGretzky-QP@ndp.on.ca,"519-977-7191 ",519-977-7029,,,"Windsor West","New Democratic Party of Ontario",,7288
,Lisa,Gretzky,"Legislative office","Room 324
Main Legislative Building, Queen's Park
",Toronto,ON,"M7A 1A5",,LGretzky-QP@ndp.on.ca,"416-325-0235 ",416-325-0873,,,"Windsor West","New Democratic Party of Ontario",,7288
Hon.,Doug,Downey,"Ministry office","Ministry of the Attorney General
McMurtry-Scott Building
11th Floor
720 Bay St.
",Toronto,ON,"M7A 2S9",,Doug.Downey@pc.ola.org," 416-326-2220",,,,Barrie—Springwater—Oro-Medonte,"Progressive Conservative Party of Ontario",,7450
Hon.,Doug,Downey,"Constituency office","Unit 14
20 Bell Farm Rd.
",Barrie,ON,"L4M 6E4",,Doug.Downey@pc.ola.org,705-726-5538,705-726-2880,,,Barrie—Springwater—Oro-Medonte,"Progressive Conservative Party of Ontario",,7450
,Rudy,Cuzzetto,"Constituency office","Unit 1 &amp; 2
120 Lakeshore Rd. W
",Mississauga,ON,"L5H 1E8",Rudy.Cuzzettoco@pc.ola.org,Rudy.Cuzzetto@pc.ola.org,905-274-8228,905-274-8552,,,Mississauga—Lakeshore,"Progressive Conservative Party of Ontario",,7492
,Rudy,Cuzzetto,"Ministry office","Treasury Board Secretariat
Whitney Block
Room 5340
5th Floor
99 Wellesley St. W
",Toronto,ON,"M7A 1W3",,Rudy.Cuzzetto@pc.ola.org,416-327-2333,,,,Mississauga—Lakeshore,"Progressive Conservative Party of Ontario",,7492
,Lise,Vaugeois,"Constituency office","272 Park Ave.
","Thunder Bay",ON,"P7B 1C5",LVaugeois-CO@ndp.on.ca,LVaugeois-QP@ndp.on.ca,"807-345-3647  ","807-345-2922  ",,,"Thunder Bay—Superior North","New Democratic Party of Ontario",,7614
,Lise,Vaugeois,"Legislative office","Room 203
North Wing, Main Legislative Building, Queen's Park
",Toronto,ON,"M7A 1A5",,LVaugeois-QP@ndp.on.ca,416-325-0069,,,,"Thunder Bay—Superior North","New Democratic Party of Ontario",,7614
,Stephen,Crawford,"Ministry office","Ministry of Finance
Frost Building South
7th Floor
7 Queen's Park Cres.
",Toronto,ON,"M7A 1Y7",,Stephen.Crawford@pc.ola.org,416-325-0400,,,,Oakville,"Progressive Conservative Party of Ontario",,7498
,Stephen,Crawford,"Constituency office","Unit 1
74 Rebecca St.
",Oakville,ON,"L6K 1J2",,Stephen.Crawford@pc.ola.org,905-827-5141,905-827-3786,,,Oakville,"Progressive Conservative Party of Ontario",,7498
,Adil,Shamji,"Constituency office","Suite L02
1200 Lawrence Ave. E
",Toronto,ON,"M3A 1C1",ashamji.mpp.co@liberal.ola.org,,416-494-6856,416-494-9937,,,"Don Valley East","Ontario Liberal Party",,7593
Hon.,"Prabmeet Singh",Sarkaria,"Ministry office","Ministry of Transportation
5th Floor
777 Bay St.
",Toronto,ON,"M7A 1Z8",,Prabmeet.Sarkaria@pc.ola.org,416-327-9200,,,,"Brampton South","Progressive Conservative Party of Ontario",,7455
Hon.,"Prabmeet Singh",Sarkaria,"Constituency office","Unit 402
7700 Hurontario St.
",Brampton,ON,"L6Y 4M3",,Prabmeet.Sarkaria@pc.ola.org,905-796-8669," 905-796-8069",,,"Brampton South","Progressive Conservative Party of Ontario",,7455
,Amarjot,Sandhu,"Ministry office","Ministry of Infrastructure
Room&nbsp;426A
4th Floor
777 Bay St.
",Toronto,ON,"M5G 2E5",,Amarjot.Sandhu@pc.ola.org,,,,,"Brampton West","Progressive Conservative Party of Ontario",,7456
,Amarjot,Sandhu,"Constituency office","Unit 309
10 Gillingham Dr.
",Brampton,ON,"L6X 0G6",Amarjot.Sandhuco@pc.ola.org,Amarjot.Sandhu@pc.ola.org,905-595-1532,905-451-8496,,,"Brampton West","Progressive Conservative Party of Ontario",,7456
,Chris,Glover,"Constituency office","Unit A
226 Bathurst St.
",Toronto,ON,"M5T 2R9",CGlover-CO@ndp.on.ca,,"416-603-9664  ","416-603-1214  ",,,"Spadina—Fort York","New Democratic Party of Ontario",,7513
,Chris,Glover,"Legislative office","Room 241
North Wing, Main Legislative Building, Queen's Park
",Toronto,ON,"M7A 1A8",,,"416-326-7196  ","416-326-7172  ",,,"Spadina—Fort York","New Democratic Party of Ontario",,7513
,Lorne,Coe,"Ministry office","Premier's Office
Whitney Block
Room 6522
99 Wellesley St. W
",Toronto,ON,"M7A 1W3",,Lorne.Coe@pc.ola.org,,,,,Whitby,"Progressive Conservative Party of Ontario",,7344
,Lorne,Coe,"Constituency office","Suite 202
3000 Garden St.
",Whitby,ON,"L1R 2G6",,Lorne.Coe@pc.ola.org,"905-430-1141 ",905-430-1840,,,Whitby,"Progressive Conservative Party of Ontario",,7344
,Sheref,Sabawy,"Ministry office","Ministry of Public and Business Service Delivery
5th Floor
777 Bay St.
",Toronto,ON,"M7A 2J3",,Sheref.Sabawy@pc.ola.org,416-212-2665,416-325-0272,,,"Mississauga—Erin Mills","Progressive Conservative Party of Ontario",,7491
,Sheref,Sabawy,"Constituency office","Unit 40
4181 Sladeview Cres
",Mississauga,ON,"L5L 5R2",,Sheref.Sabawy@pc.ola.org,905-820-8851,905-820-4307,,,"Mississauga—Erin Mills","Progressive Conservative Party of Ontario",,7491
Hon.,Kinga,Surma,"Ministry office","Ministry of Infrastructure
Room&nbsp;5E200
5th Floor
777 Bay St.
",Toronto,ON,"M7A 2J3",,Kinga.Surma@pc.ola.org,416-327-4412,,,,"Etobicoke Centre","Progressive Conservative Party of Ontario",,7467
Hon.,Kinga,Surma,"Constituency office","Lloydmanor Shopping Centre
Unit 102
201 Lloyd Manor Rd.
",Etobicoke,ON,"M9B 6H6",Kinga.Surmaco@pc.ola.org,Kinga.Surma@pc.ola.org,416-234-2800,416-234-2276,,,"Etobicoke Centre","Progressive Conservative Party of Ontario",,7467
,Ross,Romano,"Legislative office","Room 249
Main Legislative Building, Queen's Park
",Toronto,ON,"M7A 1A5",,Ross.Romano@pc.ola.org,416-325-0109,,,,"Sault Ste. Marie","Progressive Conservative Party of Ontario",,7424
,Ross,Romano,"Constituency office","Suite 102
390 Bay St.
","Sault Ste Marie",ON,"P6A 1X2",Ross.Romanoco@pc.ola.org,Ross.Romano@pc.ola.org,705-949-6959,705-946-6269,,,"Sault Ste. Marie","Progressive Conservative Party of Ontario",,7424
,Marit,Stiles,"Legislative office","Room 381
Main Legislative Building, Queen's Park
",Toronto,ON,"M7A 1A5",,MStiles-QP@ndp.on.ca,416-326-7202,,,,Davenport,"New Democratic Party of Ontario",,7460
,Marit,Stiles,"Constituency office","1199 Bloor St. W
",Toronto,ON,"M6H 1N4",MStiles-CO@ndp.on.ca,MStiles-QP@ndp.on.ca,416-535-3158,416-535-6587,,,Davenport,"New Democratic Party of Ontario",,7460
,Chandra,Pasma,"Legislative office","Room 206
North Wing, Main Legislative Building, Queen's Park
",Toronto,ON,"M7A 1A5",,CPasma-QP@ndp.on.ca,416-325-3001,,,,"Ottawa West—Nepean","New Democratic Party of Ontario",,7606
,Chandra,Pasma,"Constituency office","Unit 500
1580 Merivale Rd.
",Nepean,ON,"K2G 4B5",CPasma-CO@ndp.on.ca,CPasma-QP@ndp.on.ca,613-721-8075,613-721-5756,,,"Ottawa West—Nepean","New Democratic Party of Ontario",,7606
,"Jennifer (Jennie)",Stevens,"Constituency office","Unit B
209 Carlton St.
","St. Catharines",ON,"L2R 1S1",JStevens-CO@ndp.on.ca,JStevens-QP@ndp.on.ca,905-935-0018,905-935-0191,,,"St. Catharines","New Democratic Party of Ontario",,7514
,"Jennifer (Jennie)",Stevens,"Legislative office","Room 387
Legislative Building, Queen's Park
",Toronto,ON,"M7A 1A5",JStevens-QP@ndp.on.ca,JStevens-QP@ndp.on.ca,416-326-7127,416-326-7126,,,"St. Catharines","New Democratic Party of Ontario",,7514
,Steve,Clark,"Legislative office","Room 114
Main Legislative Building, Queen's Park
",Toronto,ON,"M7A 1A2",,Steve.Clark@pc.ola.org,416-325-1216,,,,"Leeds—Grenville—Thousand Islands and Rideau Lakes","Progressive Conservative Party of Ontario",,7146
,Steve,Clark,"Constituency office","Unit 305
9 Broad St.
",Brockville,ON,"K6V 6Z4",,Steve.Clark@pc.ola.org,613-342-9522,613-342-2501,1-800-267-4408,,"Leeds—Grenville—Thousand Islands and Rideau Lakes","Progressive Conservative Party of Ontario",,7146
Hon.,Todd,Smith,"Ministry office","Ministry of Energy
10th Floor
77 Grenville St.
",Toronto,ON,"M7A 2C1",,,416-327-6758,,,,"Bay of Quinte","Progressive Conservative Party of Ontario",,7189
Hon.,Todd,Smith,"Constituency office","Unit 8
5503 Hwy. 62 S
",Belleville,ON,"K8N 0L5",Todd.Smithco@pc.ola.org,,613-962-1144,613-969-6381,,,"Bay of Quinte","Progressive Conservative Party of Ontario",,7189
Hon.,Stan,Cho,"Ministry office","Ministry of Long-Term Care
6th Floor
400 University Ave.
",Toronto,ON,"M5G 1S5",,Stan.Cho@pc.ola.org,416-325-6200,,,,Willowdale,"Progressive Conservative Party of Ontario",,7520
Hon.,Stan,Cho,"Constituency office","111 Sheppard Ave. W
","North York",ON,"M2N 1M7",,Stan.Cho@pc.ola.org,416-733-7878,416-733-7709,,,Willowdale,"Progressive Conservative Party of Ontario",,7520
,Dave,Smith,"Legislative office","Room 440
Main Legislative Building, Queen's Park

&nbsp;
",Toronto,ON,"M7A 1A5",,Dave.Smith@pc.ola.org,,,,,Peterborough—Kawartha,"Progressive Conservative Party of Ontario",,7525
,Dave,Smith,"Constituency office","Unit E

864 Chemong Rd.
",Peterborough,ON,"K9H 5Z8",dave.smithco@pc.ola.org,Dave.Smith@pc.ola.org,705-742-3777,705-742-1822,,,Peterborough—Kawartha,"Progressive Conservative Party of Ontario",,7525
,Donna,Skelly,"Legislative office","Room 270
Main Legislative Building, Queen's Park
",Toronto,ON,"M7A 1A5",,Donna.Skelly@pc.ola.org,416-325-0138,,,,Flamborough—Glanbrook,"Progressive Conservative Party of Ontario",,7470
,Donna,Skelly,"Constituency office","Suite 104
2000 Garth St.
",Hamilton,ON,"L9B 0C1",,Donna.Skelly@pc.ola.org,905-679-3770,905-679-0288,,,Flamborough—Glanbrook,"Progressive Conservative Party of Ontario",,7470
Hon.,"Raymond Sung Joon",Cho,"Ministry office","Ministry for Seniors and Accessibility
5th Floor
777 Bay St.
",Toronto,ON,"M7A 1S5",,Raymond.Cho@pc.ola.org,416-314-0797,,1-888-910-1999,,"Scarborough North","Progressive Conservative Party of Ontario",,7364
Hon.,"Raymond Sung Joon",Cho,"Constituency office","Unit B
4559 Sheppard Ave. E
",Toronto,ON,"M1S 1V3",,Raymond.Cho@pc.ola.org,416-297-5040,416-297-6767,,,"Scarborough North","Progressive Conservative Party of Ontario",,7364
Hon.,Charmaine,Williams,"Ministry office","Ministry of Children, Community and Social Services
7th Floor
438 University Ave.
",Toronto,ON," M5G 2K8",,Charmaine.Williams@pc.ola.org,,,,,"Brampton Centre","Progressive Conservative Party of Ontario",,7586
Hon.,Charmaine,Williams,"Constituency office","Lakeridge Plaza
Unit 12
456 Vodden St. E
",Brampton,ON,"L6S 5Y7",,Charmaine.Williams@pc.ola.org,905-454-1233,905-454-8292,,,"Brampton Centre","Progressive Conservative Party of Ontario",,7586
,Hardeep,Grewal,"Ministry office","Ministry of Transportation
5th Floor
777 Bay St.
",Toronto,ON,"M7A 1Z8",,Hardeep.Grewal@pc.ola.org,416-327-9200,,,,"Brampton East","Progressive Conservative Party of Ontario",,7587
,Hardeep,Grewal,"Constituency office","Unit 307
1 Gateway Blvd.
",Brampton,ON,"L6T 0G3",,Hardeep.Grewal@pc.ola.org,905-799-3939,905-799-9505,,,"Brampton East","Progressive Conservative Party of Ontario",,7587
Hon.,Paul,Calandra,"Ministry office","Ministry of Municipal Affairs and Housing
17th Floor
777 Bay St.
",Toronto,ON,"M7A 2J3",,Paul.Calandra@pc.ola.org,416-585-7000,416-585-4230,,,Markham—Stouffville,"Progressive Conservative Party of Ontario",,7484
Hon.,Paul,Calandra,"Ministry office","Ministry of&nbsp;Legislative Affairs
Main Legislative Building
Room 223
111 Wellesley St. W
",Toronto,ON,"M7A 1A8",,Paul.Calandra@pc.ola.org,416-325-7754,,,,Markham—Stouffville,"Progressive Conservative Party of Ontario",,7484
Hon.,Paul,Calandra,"Legislative office","Room 223
Main Legislative Building, Queen's Park
",Toronto,ON,"M7A 1A8",,Paul.Calandra@pc.ola.org,,,,,Markham—Stouffville,"Progressive Conservative Party of Ontario",,7484
Hon.,Paul,Calandra,"Constituency office","Suite 400
37 Sandiford Dr.
",Stouffville,ON,"L4A 3Z2",,Paul.Calandra@pc.ola.org,905-642-2588,905-642-1618,1-866-531-9551,,Markham—Stouffville,"Progressive Conservative Party of Ontario",,7484
,Jeff,Burch,"Constituency office","Unit 102
60 King St.
",Welland,ON,"L3B 6A4",JBurch-CO@ndp.on.ca,,905-732-6884,905-732-9782,,,"Niagara Centre","New Democratic Party of Ontario",,7496
,Jeff,Burch,"Legislative office","Room 355
Main Legislative Building, Queen's Park
",Toronto,ON,"M7A 1A8",JBurch-QP@ndp.on.ca,,416-325-3990,416-325-3415,,,"Niagara Centre","New Democratic Party of Ontario",,7496
,Stéphane,Sarrazin,"Ministry office","Ministry of Energy
10th Floor
77 Grenville St.
",Toronto,ON,"M7A 2C1",,Stephane.Sarrazin@pc.ola.org,437-214-7372,,,,Glengarry—Prescott—Russell,"Progressive Conservative Party of Ontario",,7598
,Stéphane,Sarrazin,"Constituency office","290A McGill St.
",Hawkesbury,ON,"K6A 1P8",,Stephane.Sarrazin@pc.ola.org,613-632-2706,613-632-1554,1-800-294-8250,,Glengarry—Prescott—Russell,"Progressive Conservative Party of Ontario",,7598
,Sandy,Shaw,"Constituency office","177 King St. W
",Dundas,ON,"L9H 1V3",SShaw-CO@ndp.on.ca,SShaw-QP@ndp.on.ca,905-628-2755,905-628-1280,,,"Hamilton West—Ancaster—Dundas","New Democratic Party of Ontario",,7472
,Sandy,Shaw,"Legislative office","Room 359
Main Legislative Building, Queen's Park
",Toronto,ON,"M7A 1A8",SShaw-QP@ndp.on.ca,SShaw-QP@ndp.on.ca,416-326-6890,416-326-6885,,,"Hamilton West—Ancaster—Dundas","New Democratic Party of Ontario",,7472
,Laurie,Scott,"Constituency office","14 Lindsay St. N
",Lindsay,ON,"K9V 1T4",Laurie.Scottco@pc.ola.org,Laurie.Scott@pc.ola.org,705-324-6654,,1-800-424-2490,,"Haliburton—Kawartha Lakes—Brock","Progressive Conservative Party of Ontario",,2116
,Laurie,Scott,"Legislative office","Room 420
Main Legislative Building, Queen's Park
",Toronto,ON,"M7A 1A8",,Laurie.Scott@pc.ola.org,416-325-0277,,,,"Haliburton—Kawartha Lakes—Brock","Progressive Conservative Party of Ontario",,2116
,Mike,Schreiner,"Constituency office","173 Woolwich St.
",Guelph,ON,"N1H 3V4",mschreiner-co@ola.org,mschreiner@ola.org,519-836-4190,519-836-4191,,,Guelph,"Green Party of Ontario",,7449
,Mike,Schreiner,"Legislative office","Room 186
Main Legislative Building, Queen's Park
",Toronto,ON,"M7A 1A5",,mschreiner@ola.org,416-325-4664,416-325-4666,,,Guelph,"Green Party of Ontario",,7449
,Peggy,Sattler,"Constituency office","Unit 101
240 Commissioners Rd. W
",London,ON,"N6J 1Y1",PSattler-CO@ndp.on.ca,,519-657-3120,519-657-0368,,,"London West","New Democratic Party of Ontario",,7225
,Peggy,Sattler,"Legislative office","Room 467
Main Legislative Building, Queen's Park
",Toronto,ON,"M7A 1A5",PSattler-QP@ndp.on.ca,,416-325-6908,416-325-7030,,,"London West","New Democratic Party of Ontario",,7225
Hon.,Parm,Gill,"Ministry office","Ministry of Red Tape Reduction
7th Floor
56 Wellesley St. W
",Toronto,ON,"M5S 2S3",,Parm.Gill@pc.ola.org,416-212-0088,,,,Milton,"Progressive Conservative Party of Ontario",,7488
Hon.,Parm,Gill,"Constituency office","Unit 206
400 Main St. E
",Milton,ON,"L9T 4X5",,Parm.Gill@pc.ola.org,"905-878-1729  ","905-878-5144  ",,,Milton,"Progressive Conservative Party of Ontario",,7488
,Goldie,Ghamari,"Legislative office","Room 210
Main Legislative Building, Queen's Park
",Toronto,ON,"M7A 1A5",,Goldie.Ghamari@pc.ola.org,416-325-4890,,,,Carleton,"Progressive Conservative Party of Ontario",,7459
,Goldie,Ghamari,"Constituency office","Unit 30
6179 Perth St.
",Richmond,ON,"K0A 2Z0",,Goldie.Ghamari@pc.ola.org,613-838-4425,"613-838-6045 ",,,Carleton,"Progressive Conservative Party of Ontario",,7459
Hon.,Greg,Rickford,"Ministry office","Ministry of Northern Development
160 Bloor St E.
",Toronto,ON,"M7A 2E6",,Greg.Rickford@pc.ola.org,"705-945-6698 ",,1-800-461-2287,,"Kenora—Rainy River","Progressive Conservative Party of Ontario",,7476
Hon.,Greg,Rickford,"Ministry office","Ministry of Indigenous Affairs
Suite 400
160 Bloor St. E
",Toronto,ON,"M7A 2E6",,Greg.Rickford@pc.ola.org,416-326-4740,,,,"Kenora—Rainy River","Progressive Conservative Party of Ontario",,7476
Hon.,Greg,Rickford,"Constituency office","Unit 2
439 Government St.
",Dryden,ON,"P8N 2P4",Greg.Rickfordco@pc.ola.org,Greg.Rickford@pc.ola.org,807-223-6456,807-223-6593,1-800-465-8501,,"Kenora—Rainy River","Progressive Conservative Party of Ontario",,7476
Hon.,Greg,Rickford,"Constituency office","5907 Hwy. 11/71
P.O. Box 326
",Emo,ON,"P0W 1E0",Greg.Rickfordco@pc.ola.org,Greg.Rickford@pc.ola.org,,,,,"Kenora—Rainy River","Progressive Conservative Party of Ontario",,7476
Hon.,Greg,Rickford,"Constituency office","Suite B

610 Lakeview Dr.
",Kenora,ON,"P9N 3P7",Greg.Rickfordco@pc.ola.org,Greg.Rickford@pc.ola.org,807-467-2415,807-467-2641," 1-800-465-8501",,"Kenora—Rainy River","Progressive Conservative Party of Ontario",,7476
,Kaleed,Rasheed,"Legislative office","Room 449
Main Legislative Building, Queen’s Park
",Toronto,ON,"M7A 1A5",krasheed-qp@ola.org,,,,,,"Mississauga East—Cooksville",Independent,,7490
,Kaleed,Rasheed,"Constituency office","Unit 315
1420 Burnhamthorpe Rd. E
",Mississauga,ON,"L4X 2Z9",KRasheed-CO@ola.org,,905-238-1751,"905-238-4918 ",,,"Mississauga East—Cooksville",Independent,,7490
,Tom,Rakocevic,"Constituency office","Unit 38
2300 Finch Ave. W
","North York",ON,"M9M 2Y3",TRakocevic-CO@ndp.on.ca,TRakocevic-QP@ndp.on.ca,416-743-7272,416-743-3292,,,"Humber River—Black Creek","New Democratic Party of Ontario",,7474
,Tom,Rakocevic,"Legislative office","Room 207
North Wing,&nbsp;Main Legislative Building, Queen's Park
",Toronto,ON,"M7A 1A8",,TRakocevic-QP@ndp.on.ca,416-326-7585,416-326-7634,,,"Humber River—Black Creek","New Democratic Party of Ontario",,7474
Hon.,David,Piccini,"Ministry office","Ministry of Labour, Immigration, Training and Skills Development
14th Floor
400 University Ave
",Toronto,ON,"M7A 1T7",,David.Piccini@pc.ola.org,416-326-7600,416-325-0272,,,"Northumberland—Peterborough South","Progressive Conservative Party of Ontario",,7524
Hon.,David,Piccini,"Constituency office","117 Peter St.
","Port Hope",ON,"L1A 1C5",,David.Piccini@pc.ola.org,905-372-4000,905-885-0050,,,"Northumberland—Peterborough South","Progressive Conservative Party of Ontario",,7524
,Billy,Pang,"Ministry office","Ministry of Citizenship and Multiculturalism
14th Floor
56 Wellesley St.
",Toronto,ON,"M5S 3L6",,,,,,,Markham—Unionville,"Progressive Conservative Party of Ontario",,7486
,Billy,Pang,"Constituency office","Unit 602
3601 Hwy. 7 E
",Markham,ON,"L3R 0M3",Billy.Pangco@pc.ola.org,,905-474-3288,905-474-2878,,,Markham—Unionville,"Progressive Conservative Party of Ontario",,7486
,Guy,Bourgouin,"Constituency office","Unit 6
631 Front St.
",Hearst,ON,"P0L 1N0",,GBourgouin-QP@ndp.on.ca,705-372-6400,705-372-6440,,,"Mushkegowuk—James Bay","New Democratic Party of Ontario",,7495
,Guy,Bourgouin,"Constituency office","1-2 Ash&nbsp;St.
",Kapuskasing,ON,"P5N 3H4",,GBourgouin-QP@ndp.on.ca,"705-335-6400  ",,,,"Mushkegowuk—James Bay","New Democratic Party of Ontario",,7495
,Guy,Bourgouin,"Legislative office","Room 329
Main Legislative Building, Queen's Park
",Toronto,ON,"M7A 1A5",,GBourgouin-QP@ndp.on.ca,416-326-7351,416-326-6972,,,"Mushkegowuk—James Bay","New Democratic Party of Ontario",,7495
,Patrice,Barnes,"Constituency office","Suite 502
230 Westney Rd. S
",Ajax,ON,"L1S 7J5",,,905-427-2060,905-427-6976,,,Ajax,"Progressive Conservative Party of Ontario",,7584
,France,Gélinas,"Constituency office","Hanmer Valley Shopping Plaza
Suite 15
5085 Hwy. 69 N
",Hanmer,ON,"P3P 1P7",Fgelinas-co@ndp.on.ca,,"705-969-3621 ","705-969-3538  ",,,"Nickel Belt","New Democratic Party of Ontario",,7090
,France,Gélinas,"Legislative office","Room 316
Main Legislative Building, Queen's Park
",Toronto,ON,"M7A 1A5",Fgelinas-qp@ndp.on.ca,,416-325-9203,"416-325-9185  ",,,"Nickel Belt","New Democratic Party of Ontario",,7090
,Will,Bouma,"Legislative office","Room 267
Main Legislative Building, Queen's Park
",Toronto,ON,"M7A 1A5",,will.bouma@pc.ola.org,416-325-0169,,,,Brantford—Brant,"Progressive Conservative Party of Ontario",,7457
,Will,Bouma,"Constituency office","Suite 101
96 Nelson St.
",Brantford,ON,"N3T 2X1",,will.bouma@pc.ola.org,519-759-0361,519-759-6439,,,Brantford—Brant,"Progressive Conservative Party of Ontario",,7457
,Matthew,Rae,"Ministry office","Ministry of Municipal Affairs and Housing
17th Floor
777 Bay St.

&nbsp;
",Toronto,ON,"M7A 2J3",,Matthew.Rae@pc.ola.org,416-585-7000,,,,Perth—Wellington,"Progressive Conservative Party of Ontario",,7608
,Matthew,Rae,"Constituency office","Unit 2
55 Lorne Ave. E
",Stratford,ON,"N5A 6S4",,Matthew.Rae@pc.ola.org,519-272-0660," 519-272-1064",1-800-461-9701,,Perth—Wellington,"Progressive Conservative Party of Ontario",,7608
Hon.,George,Pirie,"Ministry office","Ministry of&nbsp;Mines
5th Floor
99 Wellesley St. W
",Toronto,ON,"M7A 1W3",,george.pirie@pc.ola.org,1-888-415-9845,,,,Timmins,"Progressive Conservative Party of Ontario",,7615
Hon.,George,Pirie,"Constituency office","Unit 1
54 Waterloo Rd.
",Timmins,ON,"P4N 8P3",,george.pirie@pc.ola.org,705-268-6400,705-531-5875,,,Timmins,"Progressive Conservative Party of Ontario",,7615
Hon.,Michael,Parsa,"Ministry office","Ministry of&nbsp;Children, Community and Social Services
7th Floor
438 University Ave.
",Toronto,ON,"M5G 2K8",,," 416-325-5225",,,,"Aurora—Oak Ridges—Richmond Hill","Progressive Conservative Party of Ontario",,7447
