member_id,time_retrieved,office_type,office_title,office_address,office_city,office_province_territory,office_postal_code,office_note,office_phone,office_fax,office_email,office_toll_free,office_tty,source_url
7605,1709323701131,Ministry office,,"Ministry of Health
5th Floor
777 Bay St.",Toronto,Ontario,M7A 2J3,,,,,,,https://www.ola.org/sites/default/files/node-files/office_csvs/offices-all.csv
7605,1709323701131,Constituency office,,"Unit 22
16635 Yonge St.",Newmarket,Ontario,L3X 1V6,,905-853-9889,905-853-6115,,1-800-211-1881,,https://www.ola.org/sites/default/files/node-files/office_csvs/offices-all.csv
7512,1709323701131,Ministry office,,"Ministry of Colleges and Universities
5th Floor
438 University Ave.",Toronto,Ontario,M7A 1N3,, 416-326-1600,,,,,https://www.ola.org/sites/default/files/node-files/office_csvs/offices-all.csv
7512,1709323701131,Constituency office,,"Unit 9
575 West St. S",Orillia,Ontario,L3V 7N6,, 705-326-3246,705-326-9579,,,,https://www.ola.org/sites/default/files/node-files/office_csvs/offices-all.csv
7482,1709323701131,Ministry office,,"Room 434
Main Legislative Building, Queen's Park",Toronto,Ontario,M7A 1A5,,416-325-3018,,,,,https://www.ola.org/sites/default/files/node-files/office_csvs/offices-all.csv
7482,1709323701131,Constituency office,,"Unit 3 & 4
63 Arthur St. S",Elmira,Ontario,N3B 2M6,,519-669-2090  ,519-669-0476  ,Mike.Harrisco@pc.ola.org,,,https://www.ola.org/sites/default/files/node-files/office_csvs/offices-all.csv
7500,1709323701131,Constituency office,,109 Catherine St.,Ottawa,Ontario,K2P 0P4,,613-722-6414 ,613-722-6703,JHarden-CO@ndp.on.ca,,,https://www.ola.org/sites/default/files/node-files/office_csvs/offices-all.csv
7500,1709323701131,Legislative office,,"Room 328
Main Legislative Building, Queen's Park",Toronto,Ontario,M7A 1A8,,416-326-7648  ,416-326-7639,JHarden-QP@ndp.on.ca,,,https://www.ola.org/sites/default/files/node-files/office_csvs/offices-all.csv
43,1709323701131,Constituency office,,12 Perry St.,Woodstock,Ontario,N4S 3C2,,519-537-5222,519-537-3577 ,Ernie.Hardemanco@pc.ola.org,1-800-265-4046,,https://www.ola.org/sites/default/files/node-files/office_csvs/offices-all.csv
43,1709323701131,Legislative office,,"Room 436
Main Legislative Building, Queen's Park",Toronto,Ontario,M7A 1A8,,416-325-0224,,,,,https://www.ola.org/sites/default/files/node-files/office_csvs/offices-all.csv
7288,1709323701131,Constituency office,,2443 Dougall Ave.,Windsor ,Ontario,N8X 1T3,,519-977-7191 ,519-977-7029,LGretzky-CO@ndp.on.ca,,,https://www.ola.org/sites/default/files/node-files/office_csvs/offices-all.csv
7288,1709323701131,Legislative office,,"Room 324
Main Legislative Building, Queen's Park",Toronto,Ontario,M7A 1A5,,416-325-0235 ,416-325-0873,,,,https://www.ola.org/sites/default/files/node-files/office_csvs/offices-all.csv
7450,1709323701131,Ministry office,,"Ministry of the Attorney General
McMurtry-Scott Building
11th Floor
720 Bay St.",Toronto,Ontario,M7A 2S9,, 416-326-2220,,,,,https://www.ola.org/sites/default/files/node-files/office_csvs/offices-all.csv
7450,1709323701131,Constituency office,,"Unit 14
20 Bell Farm Rd.",Barrie,Ontario,L4M 6E4,,705-726-5538,705-726-2880,,,,https://www.ola.org/sites/default/files/node-files/office_csvs/offices-all.csv
7492,1709323701131,Constituency office,,"Unit 1 & 2
120 Lakeshore Rd. W",Mississauga,Ontario,L5H 1E8,,905-274-8228,905-274-8552,Rudy.Cuzzettoco@pc.ola.org,,,https://www.ola.org/sites/default/files/node-files/office_csvs/offices-all.csv
7492,1709323701131,Ministry office,,"Treasury Board Secretariat
Whitney Block
Room 5340
5th Floor
99 Wellesley St. W",Toronto,Ontario,M7A 1W3,,416-327-2333,,,,,https://www.ola.org/sites/default/files/node-files/office_csvs/offices-all.csv
7614,1709323701131,Constituency office,,272 Park Ave.,Thunder Bay,Ontario,P7B 1C5,,807-345-3647  ,807-345-2922  ,LVaugeois-CO@ndp.on.ca,,,https://www.ola.org/sites/default/files/node-files/office_csvs/offices-all.csv
7614,1709323701131,Legislative office,,"Room 203
North Wing, Main Legislative Building, Queen's Park",Toronto,Ontario,M7A 1A5,,416-325-0069,,,,,https://www.ola.org/sites/default/files/node-files/office_csvs/offices-all.csv
7498,1709323701131,Ministry office,,"Ministry of Finance
Frost Building South
7th Floor
7 Queen's Park Cres.",Toronto,Ontario,M7A 1Y7,,416-325-0400,,,,,https://www.ola.org/sites/default/files/node-files/office_csvs/offices-all.csv
7498,1709323701131,Constituency office,,"Unit 1
74 Rebecca St.",Oakville,Ontario,L6K 1J2,,905-827-5141,905-827-3786,,,,https://www.ola.org/sites/default/files/node-files/office_csvs/offices-all.csv
7593,1709323701131,Constituency office,,"Suite L02
1200 Lawrence Ave. E",Toronto,Ontario,M3A 1C1,,416-494-6856,416-494-9937,ashamji.mpp.co@liberal.ola.org,,,https://www.ola.org/sites/default/files/node-files/office_csvs/offices-all.csv
7455,1709323701131,Ministry office,,"Ministry of Transportation
5th Floor
777 Bay St.",Toronto,Ontario,M7A 1Z8,,416-327-9200,,,,,https://www.ola.org/sites/default/files/node-files/office_csvs/offices-all.csv
7455,1709323701131,Constituency office,,"Unit 402
7700 Hurontario St.",Brampton,Ontario,L6Y 4M3,,905-796-8669, 905-796-8069,,,,https://www.ola.org/sites/default/files/node-files/office_csvs/offices-all.csv
7456,1709323701131,Ministry office,,"Ministry of Infrastructure
Room 426A
4th Floor
777 Bay St.",Toronto,Ontario,M5G 2E5,,,,,,,https://www.ola.org/sites/default/files/node-files/office_csvs/offices-all.csv
7456,1709323701131,Constituency office,,"Unit 309
10 Gillingham Dr.",Brampton,Ontario,L6X 0G6,,905-595-1532,905-451-8496,Amarjot.Sandhuco@pc.ola.org,,,https://www.ola.org/sites/default/files/node-files/office_csvs/offices-all.csv
7513,1709323701131,Constituency office,,"Unit A
226 Bathurst St.",Toronto,Ontario,M5T 2R9,,416-603-9664  ,416-603-1214  ,CGlover-CO@ndp.on.ca,,,https://www.ola.org/sites/default/files/node-files/office_csvs/offices-all.csv
7513,1709323701131,Legislative office,,"Room 241
North Wing, Main Legislative Building, Queen's Park",Toronto,Ontario,M7A 1A8,,416-326-7196  ,416-326-7172  ,,,,https://www.ola.org/sites/default/files/node-files/office_csvs/offices-all.csv
7344,1709323701131,Ministry office,,"Premier's Office
Whitney Block
Room 6522
99 Wellesley St. W",Toronto,Ontario,M7A 1W3,,,,,,,https://www.ola.org/sites/default/files/node-files/office_csvs/offices-all.csv
7344,1709323701131,Constituency office,,"Suite 202
3000 Garden St.",Whitby,Ontario,L1R 2G6,,905-430-1141 ,905-430-1840,,,,https://www.ola.org/sites/default/files/node-files/office_csvs/offices-all.csv
7491,1709323701131,Ministry office,,"Ministry of Public and Business Service Delivery
5th Floor
777 Bay St.",Toronto,Ontario,M7A 2J3,,416-212-2665,416-325-0272,,,,https://www.ola.org/sites/default/files/node-files/office_csvs/offices-all.csv
7491,1709323701131,Constituency office,,"Unit 40
4181 Sladeview Cres",Mississauga,Ontario,L5L 5R2,,905-820-8851,905-820-4307,,,,https://www.ola.org/sites/default/files/node-files/office_csvs/offices-all.csv
7467,1709323701131,Ministry office,,"Ministry of Infrastructure
Room 5E200
5th Floor
777 Bay St.",Toronto,Ontario,M7A 2J3,,416-327-4412,,,,,https://www.ola.org/sites/default/files/node-files/office_csvs/offices-all.csv
7467,1709323701131,Constituency office,,"Lloydmanor Shopping Centre
Unit 102
201 Lloyd Manor Rd.",Etobicoke,Ontario,M9B 6H6,,416-234-2800,416-234-2276,Kinga.Surmaco@pc.ola.org,,,https://www.ola.org/sites/default/files/node-files/office_csvs/offices-all.csv
7424,1709323701131,Legislative office,,"Room 249
Main Legislative Building, Queen's Park",Toronto,Ontario,M7A 1A5,,416-325-0109,,,,,https://www.ola.org/sites/default/files/node-files/office_csvs/offices-all.csv
7424,1709323701131,Constituency office,,"Suite 102
390 Bay St.",Sault Ste Marie,Ontario,P6A 1X2,,705-949-6959,705-946-6269,Ross.Romanoco@pc.ola.org,,,https://www.ola.org/sites/default/files/node-files/office_csvs/offices-all.csv
7460,1709323701131,Legislative office,,"Room 381
Main Legislative Building, Queen's Park",Toronto,Ontario,M7A 1A5,,416-326-7202,,,,,https://www.ola.org/sites/default/files/node-files/office_csvs/offices-all.csv
7460,1709323701131,Constituency office,,1199 Bloor St. W,Toronto,Ontario,M6H 1N4,,416-535-3158,416-535-6587,MStiles-CO@ndp.on.ca,,,https://www.ola.org/sites/default/files/node-files/office_csvs/offices-all.csv
7606,1709323701131,Legislative office,,"Room 206
North Wing, Main Legislative Building, Queen's Park",Toronto,Ontario,M7A 1A5,,416-325-3001,,,,,https://www.ola.org/sites/default/files/node-files/office_csvs/offices-all.csv
7606,1709323701131,Constituency office,,"Unit 500
1580 Merivale Rd.",Nepean,Ontario,K2G 4B5,,613-721-8075,613-721-5756,CPasma-CO@ndp.on.ca,,,https://www.ola.org/sites/default/files/node-files/office_csvs/offices-all.csv
7514,1709323701131,Constituency office,,"Unit B
209 Carlton St.",St. Catharines,Ontario,L2R 1S1,,905-935-0018,905-935-0191,JStevens-CO@ndp.on.ca,,,https://www.ola.org/sites/default/files/node-files/office_csvs/offices-all.csv
7514,1709323701131,Legislative office,,"Room 387
Legislative Building, Queen's Park",Toronto,Ontario,M7A 1A5,,416-326-7127,416-326-7126,JStevens-QP@ndp.on.ca,,,https://www.ola.org/sites/default/files/node-files/office_csvs/offices-all.csv
7146,1709323701131,Legislative office,,"Room 114
Main Legislative Building, Queen's Park",Toronto,Ontario,M7A 1A2,,416-325-1216,,,,,https://www.ola.org/sites/default/files/node-files/office_csvs/offices-all.csv
7146,1709323701131,Constituency office,,"Unit 305
9 Broad St.",Brockville,Ontario,K6V 6Z4,,613-342-9522,613-342-2501,,1-800-267-4408,,https://www.ola.org/sites/default/files/node-files/office_csvs/offices-all.csv
7189,1709323701131,Ministry office,,"Ministry of Energy
10th Floor
77 Grenville St.",Toronto,Ontario,M7A 2C1,,416-327-6758,,,,,https://www.ola.org/sites/default/files/node-files/office_csvs/offices-all.csv
7189,1709323701131,Constituency office,,"Unit 8
5503 Hwy. 62 S",Belleville,Ontario,K8N 0L5,,613-962-1144,613-969-6381,Todd.Smithco@pc.ola.org,,,https://www.ola.org/sites/default/files/node-files/office_csvs/offices-all.csv
7520,1709323701131,Ministry office,,"Ministry of Long-Term Care
6th Floor
400 University Ave.",Toronto,Ontario,M5G 1S5,,416-325-6200,,,,,https://www.ola.org/sites/default/files/node-files/office_csvs/offices-all.csv
7520,1709323701131,Constituency office,,111 Sheppard Ave. W,North York,Ontario,M2N 1M7,,416-733-7878,416-733-7709,,,,https://www.ola.org/sites/default/files/node-files/office_csvs/offices-all.csv
7525,1709323701131,Legislative office,,"Room 440
Main Legislative Building, Queen's Park",Toronto,Ontario,M7A 1A5,,,,,,,https://www.ola.org/sites/default/files/node-files/office_csvs/offices-all.csv
7525,1709323701131,Constituency office,,"Unit E
864 Chemong Rd.",Peterborough,Ontario,K9H 5Z8,,705-742-3777,705-742-1822,dave.smithco@pc.ola.org,,,https://www.ola.org/sites/default/files/node-files/office_csvs/offices-all.csv
7470,1709323701131,Legislative office,,"Room 270
Main Legislative Building, Queen's Park",Toronto,Ontario,M7A 1A5,,416-325-0138,,,,,https://www.ola.org/sites/default/files/node-files/office_csvs/offices-all.csv
7470,1709323701131,Constituency office,,"Suite 104
2000 Garth St.",Hamilton,Ontario,L9B 0C1,,905-679-3770,905-679-0288,,,,https://www.ola.org/sites/default/files/node-files/office_csvs/offices-all.csv
7364,1709323701131,Ministry office,,"Ministry for Seniors and Accessibility
5th Floor
777 Bay St.",Toronto,Ontario,M7A 1S5,,416-314-0797,,,1-888-910-1999,,https://www.ola.org/sites/default/files/node-files/office_csvs/offices-all.csv
7364,1709323701131,Constituency office,,"Unit B
4559 Sheppard Ave. E",Toronto,Ontario,M1S 1V3,,416-297-5040,416-297-6767,,,,https://www.ola.org/sites/default/files/node-files/office_csvs/offices-all.csv
7586,1709323701131,Ministry office,,"Ministry of Children, Community and Social Services
7th Floor
438 University Ave.",Toronto,Ontario, M5G 2K8,,,,,,,https://www.ola.org/sites/default/files/node-files/office_csvs/offices-all.csv
7586,1709323701131,Constituency office,,"Lakeridge Plaza
Unit 12
456 Vodden St. E",Brampton,Ontario,L6S 5Y7,,905-454-1233,905-454-8292,,,,https://www.ola.org/sites/default/files/node-files/office_csvs/offices-all.csv
7587,1709323701131,Ministry office,,"Ministry of Transportation
5th Floor
777 Bay St.",Toronto,Ontario,M7A 1Z8,,416-327-9200,,,,,https://www.ola.org/sites/default/files/node-files/office_csvs/offices-all.csv
7587,1709323701131,Constituency office,,"Unit 307
1 Gateway Blvd.",Brampton,Ontario,L6T 0G3,,905-799-3939,905-799-9505,,,,https://www.ola.org/sites/default/files/node-files/office_csvs/offices-all.csv
7484,1709323701131,Ministry office,,"Ministry of Municipal Affairs and Housing
17th Floor
777 Bay St.",Toronto,Ontario,M7A 2J3,,416-585-7000,416-585-4230,,,,https://www.ola.org/sites/default/files/node-files/office_csvs/offices-all.csv
7484,1709323701131,Ministry office,,"Ministry of Legislative Affairs
Main Legislative Building
Room 223
111 Wellesley St. W",Toronto,Ontario,M7A 1A8,,416-325-7754,,,,,https://www.ola.org/sites/default/files/node-files/office_csvs/offices-all.csv
7484,1709323701131,Legislative office,,"Room 223
Main Legislative Building, Queen's Park",Toronto,Ontario,M7A 1A8,,,,,,,https://www.ola.org/sites/default/files/node-files/office_csvs/offices-all.csv
7484,1709323701131,Constituency office,,"Suite 400
37 Sandiford Dr.",Stouffville,Ontario,L4A 3Z2,,905-642-2588,905-642-1618,,1-866-531-9551,,https://www.ola.org/sites/default/files/node-files/office_csvs/offices-all.csv
7496,1709323701131,Constituency office,,"Unit 102
60 King St.",Welland,Ontario,L3B 6A4,,905-732-6884,905-732-9782,JBurch-CO@ndp.on.ca,,,https://www.ola.org/sites/default/files/node-files/office_csvs/offices-all.csv
7496,1709323701131,Legislative office,,"Room 355
Main Legislative Building, Queen's Park",Toronto,Ontario,M7A 1A8,,416-325-3990,416-325-3415,JBurch-QP@ndp.on.ca,,,https://www.ola.org/sites/default/files/node-files/office_csvs/offices-all.csv
7598,1709323701131,Ministry office,,"Ministry of Energy
10th Floor
77 Grenville St.",Toronto,Ontario,M7A 2C1,,437-214-7372,,,,,https://www.ola.org/sites/default/files/node-files/office_csvs/offices-all.csv
7598,1709323701131,Constituency office,,290A McGill St.,Hawkesbury,Ontario,K6A 1P8,,613-632-2706,613-632-1554,,1-800-294-8250,,https://www.ola.org/sites/default/files/node-files/office_csvs/offices-all.csv
7472,1709323701131,Constituency office,,177 King St. W,Dundas,Ontario,L9H 1V3,,905-628-2755,905-628-1280,SShaw-CO@ndp.on.ca,,,https://www.ola.org/sites/default/files/node-files/office_csvs/offices-all.csv
7472,1709323701131,Legislative office,,"Room 359
Main Legislative Building, Queen's Park",Toronto,Ontario,M7A 1A8,,416-326-6890,416-326-6885,SShaw-QP@ndp.on.ca,,,https://www.ola.org/sites/default/files/node-files/office_csvs/offices-all.csv
2116,1709323701131,Constituency office,,14 Lindsay St. N,Lindsay,Ontario,K9V 1T4,,705-324-6654,,Laurie.Scottco@pc.ola.org,1-800-424-2490,,https://www.ola.org/sites/default/files/node-files/office_csvs/offices-all.csv
2116,1709323701131,Legislative office,,"Room 420
Main Legislative Building, Queen's Park",Toronto,Ontario,M7A 1A8,,416-325-0277,,,,,https://www.ola.org/sites/default/files/node-files/office_csvs/offices-all.csv
7449,1709323701131,Constituency office,,173 Woolwich St.,Guelph,Ontario,N1H 3V4,,519-836-4190,519-836-4191,mschreiner-co@ola.org,,,https://www.ola.org/sites/default/files/node-files/office_csvs/offices-all.csv
7449,1709323701131,Legislative office,,"Room 186
Main Legislative Building, Queen's Park",Toronto,Ontario,M7A 1A5,,416-325-4664,416-325-4666,,,,https://www.ola.org/sites/default/files/node-files/office_csvs/offices-all.csv
7225,1709323701131,Constituency office,,"Unit 101
240 Commissioners Rd. W",London,Ontario,N6J 1Y1,,519-657-3120,519-657-0368,PSattler-CO@ndp.on.ca,,,https://www.ola.org/sites/default/files/node-files/office_csvs/offices-all.csv
7225,1709323701131,Legislative office,,"Room 467
Main Legislative Building, Queen's Park",Toronto,Ontario,M7A 1A5,,416-325-6908,416-325-7030,PSattler-QP@ndp.on.ca,,,https://www.ola.org/sites/default/files/node-files/office_csvs/offices-all.csv
NaN,1709323701131,Ministry office,,"Ministry of Red Tape Reduction
7th Floor
56 Wellesley St. W",Toronto,Ontario,M5S 2S3,,416-212-0088,,,,,https://www.ola.org/sites/default/files/node-files/office_csvs/offices-all.csv
NaN,1709323701131,Constituency office,,"Unit 206
400 Main St. E",Milton,Ontario,L9T 4X5,,905-878-1729  ,905-878-5144  ,,,,https://www.ola.org/sites/default/files/node-files/office_csvs/offices-all.csv
7459,1709323701131,Legislative office,,"Room 210
Main Legislative Building, Queen's Park",Toronto,Ontario,M7A 1A5,,416-325-4890,,,,,https://www.ola.org/sites/default/files/node-files/office_csvs/offices-all.csv
7459,1709323701131,Constituency office,,"Unit 30
6179 Perth St.",Richmond,Ontario,K0A 2Z0,,613-838-4425,613-838-6045 ,,,,https://www.ola.org/sites/default/files/node-files/office_csvs/offices-all.csv
7476,1709323701131,Ministry office,,"Ministry of Northern Development
160 Bloor St E.",Toronto,Ontario,M7A 2E6,,705-945-6698 ,,,1-800-461-2287,,https://www.ola.org/sites/default/files/node-files/office_csvs/offices-all.csv
7476,1709323701131,Ministry office,,"Ministry of Indigenous Affairs
Suite 400
160 Bloor St. E",Toronto,Ontario,M7A 2E6,,416-326-4740,,,,,https://www.ola.org/sites/default/files/node-files/office_csvs/offices-all.csv
7476,1709323701131,Constituency office,,"Unit 2
439 Government St.",Dryden,Ontario,P8N 2P4,,807-223-6456,807-223-6593,Greg.Rickfordco@pc.ola.org,1-800-465-8501,,https://www.ola.org/sites/default/files/node-files/office_csvs/offices-all.csv
7476,1709323701131,Constituency office,,"5907 Hwy. 11/71
P.O. Box 326",Emo,Ontario,P0W 1E0,,,,Greg.Rickfordco@pc.ola.org,,,https://www.ola.org/sites/default/files/node-files/office_csvs/offices-all.csv
7476,1709323701131,Constituency office,,"Suite B
610 Lakeview Dr.",Kenora,Ontario,P9N 3P7,,807-467-2415,807-467-2641,Greg.Rickfordco@pc.ola.org, 1-800-465-8501,,https://www.ola.org/sites/default/files/node-files/office_csvs/offices-all.csv
7490,1709323701131,Legislative office,,"Room 449
Main Legislative Building, Queen’s Park",Toronto,Ontario,M7A 1A5,,,,krasheed-qp@ola.org,,,https://www.ola.org/sites/default/files/node-files/office_csvs/offices-all.csv
7490,1709323701131,Constituency office,,"Unit 315
1420 Burnhamthorpe Rd. E",Mississauga,Ontario,L4X 2Z9,,905-238-1751,905-238-4918 ,KRasheed-CO@ola.org,,,https://www.ola.org/sites/default/files/node-files/office_csvs/offices-all.csv
7474,1709323701131,Constituency office,,"Unit 38
2300 Finch Ave. W",North York,Ontario,M9M 2Y3,,416-743-7272,416-743-3292,TRakocevic-CO@ndp.on.ca,,,https://www.ola.org/sites/default/files/node-files/office_csvs/offices-all.csv
7474,1709323701131,Legislative office,,"Room 207
North Wing, Main Legislative Building, Queen's Park",Toronto,Ontario,M7A 1A8,,416-326-7585,416-326-7634,,,,https://www.ola.org/sites/default/files/node-files/office_csvs/offices-all.csv
7524,1709323701131,Ministry office,,"Ministry of Labour, Immigration, Training and Skills Development
14th Floor
400 University Ave",Toronto,Ontario,M7A 1T7,,416-326-7600,416-325-0272,,,,https://www.ola.org/sites/default/files/node-files/office_csvs/offices-all.csv
7524,1709323701131,Constituency office,,117 Peter St.,Port Hope,Ontario,L1A 1C5,,905-372-4000,905-885-0050,,,,https://www.ola.org/sites/default/files/node-files/office_csvs/offices-all.csv
7486,1709323701131,Ministry office,,"Ministry of Citizenship and Multiculturalism
14th Floor
56 Wellesley St.",Toronto,Ontario,M5S 3L6,,,,,,,https://www.ola.org/sites/default/files/node-files/office_csvs/offices-all.csv
7486,1709323701131,Constituency office,,"Unit 602
3601 Hwy. 7 E",Markham,Ontario,L3R 0M3,,905-474-3288,905-474-2878,Billy.Pangco@pc.ola.org,,,https://www.ola.org/sites/default/files/node-files/office_csvs/offices-all.csv
7495,1709323701131,Constituency office,,"Unit 6
631 Front St.",Hearst,Ontario,P0L 1N0,,705-372-6400,705-372-6440,,,,https://www.ola.org/sites/default/files/node-files/office_csvs/offices-all.csv
7495,1709323701131,Constituency office,,1-2 Ash St.,Kapuskasing,Ontario,P5N 3H4,,705-335-6400  ,,,,,https://www.ola.org/sites/default/files/node-files/office_csvs/offices-all.csv
7495,1709323701131,Legislative office,,"Room 329
Main Legislative Building, Queen's Park",Toronto,Ontario,M7A 1A5,,416-326-7351,416-326-6972,,,,https://www.ola.org/sites/default/files/node-files/office_csvs/offices-all.csv
7584,1709323701131,Constituency office,,"Suite 502
230 Westney Rd. S",Ajax,Ontario,L1S 7J5,,905-427-2060,905-427-6976,,,,https://www.ola.org/sites/default/files/node-files/office_csvs/offices-all.csv
7090,1709323701131,Constituency office,,"Hanmer Valley Shopping Plaza
Suite 15
5085 Hwy. 69 N",Hanmer,Ontario,P3P 1P7,,705-969-3621 ,705-969-3538  ,Fgelinas-co@ndp.on.ca,,,https://www.ola.org/sites/default/files/node-files/office_csvs/offices-all.csv
7090,1709323701131,Legislative office,,"Room 316
Main Legislative Building, Queen's Park",Toronto,Ontario,M7A 1A5,,416-325-9203,416-325-9185  ,Fgelinas-qp@ndp.on.ca,,,https://www.ola.org/sites/default/files/node-files/office_csvs/offices-all.csv
7457,1709323701131,Legislative office,,"Room 267
Main Legislative Building, Queen's Park",Toronto,Ontario,M7A 1A5,,416-325-0169,,,,,https://www.ola.org/sites/default/files/node-files/office_csvs/offices-all.csv
7457,1709323701131,Constituency office,,"Suite 101
96 Nelson St.",Brantford,Ontario,N3T 2X1,,519-759-0361,519-759-6439,,,,https://www.ola.org/sites/default/files/node-files/office_csvs/offices-all.csv
7608,1709323701131,Ministry office,,"Ministry of Municipal Affairs and Housing
17th Floor
777 Bay St.",Toronto,Ontario,M7A 2J3,,416-585-7000,,,,,https://www.ola.org/sites/default/files/node-files/office_csvs/offices-all.csv
7608,1709323701131,Constituency office,,"Unit 2
55 Lorne Ave. E",Stratford,Ontario,N5A 6S4,,519-272-0660, 519-272-1064,,1-800-461-9701,,https://www.ola.org/sites/default/files/node-files/office_csvs/offices-all.csv
7615,1709323701131,Ministry office,,"Ministry of Mines
5th Floor
99 Wellesley St. W",Toronto,Ontario,M7A 1W3,,1-888-415-9845,,,,,https://www.ola.org/sites/default/files/node-files/office_csvs/offices-all.csv
7615,1709323701131,Constituency office,,"Unit 1
54 Waterloo Rd.",Timmins,Ontario,P4N 8P3,,705-268-6400,705-531-5875,,,,https://www.ola.org/sites/default/files/node-files/office_csvs/offices-all.csv
7447,1709323701131,Ministry office,,"Ministry of Children, Community and Social Services
7th Floor
438 University Ave.",Toronto,Ontario,M5G 2K8,, 416-325-5225,,,,,https://www.ola.org/sites/default/files/node-files/office_csvs/offices-all.csv
7447,1709323701131,Constituency office,,"Suite 201
13085 Yonge St.",Richmond Hill,Ontario,L4E 3S8,,905-773-6250,905-773-8158,Michael.Parsaco@pc.ola.org,888-486-5352,,https://www.ola.org/sites/default/files/node-files/office_csvs/offices-all.csv
7505,1709323701131,Ministry office,,"Ministry of Finance
​​​​​​​Frost Building South
7th Floor
7 Queen's Park Cres.",Toronto,Ontario,M7A 1Y7,,416-325-0400,,,,,https://www.ola.org/sites/default/files/node-files/office_csvs/offices-all.csv
7505,1709323701131,Constituency office,,"Suite 213
1550 Kingston Rd.",Pickering,Ontario,L1V 1C3,,905-509-0336  ,905-509-0334,,1-888-444-1730,,https://www.ola.org/sites/default/files/node-files/office_csvs/offices-all.csv
7244,1709323701131,Constituency office,,"Douglas Heights Seniors Centre
265 High St.",Fort Erie,Ontario,L2A 3R4,,905-871-8868  ,905-871-4717 ,WGates-CO@ndp.on.ca,,,https://www.ola.org/sites/default/files/node-files/office_csvs/offices-all.csv
7244,1709323701131,Constituency office,,"Unit 1
6746 Morrison St.",Niagara Falls,Ontario,L2E 6Z8,,905-357-0681  ,905-357-9456  ,WGates-CO@ndp.on.ca,,,https://www.ola.org/sites/default/files/node-files/office_csvs/offices-all.csv
7244,1709323701131,Legislative office,,"Room 321
Main Legislative Building, Queen's Park",Toronto,Ontario,M7A 1A5,,416-212-6102 ,416-212-6106  ,WGates-QP@ndp.on.ca,,,https://www.ola.org/sites/default/files/node-files/office_csvs/offices-all.csv
7585,1709323701131,Legislative office,,"Room 156
Main Legislative Building, Queen's Park",Toronto,Ontario,M7A 1A5,,416-325-0090,,,,,https://www.ola.org/sites/default/files/node-files/office_csvs/offices-all.csv
7585,1709323701131,Constituency office,,1821 Danforth Ave.,Toronto,Ontario,M4C 1J2,,416-690-1032,416-690-8420,mmcmahon.mpp.co@liberal.ola.org,,,https://www.ola.org/sites/default/files/node-files/office_csvs/offices-all.csv
7595,1709323701131,Ministry office,,"Ministry of Public and Business Service Delivery
5th Floor
777 Bay St.",Toronto,Ontario,M7A 2J3,,416-212-2665,416-326-1947,,1-844-286-8404,1-844-403-5904,https://www.ola.org/sites/default/files/node-files/office_csvs/offices-all.csv
7595,1709323701131,Constituency office,,23 King St. W,Bowmanville,Ontario,L1C 1R2,,905-697-1501,905-697-1506,,,,https://www.ola.org/sites/default/files/node-files/office_csvs/offices-all.csv
7518,1709323701131,Constituency office,,"Unit 103
719 Bloor St. W",Toronto,Ontario,M6G 1L5,,416-535-7206,,JBell-CO@ndp.on.ca,,,https://www.ola.org/sites/default/files/node-files/office_csvs/offices-all.csv
7518,1709323701131,Legislative office,,"Room 384
Main Legislative Building, Queen's Park",Toronto,Ontario,M7A 1A5,,416-325-1620,416-325-1424 ,,,,https://www.ola.org/sites/default/files/node-files/office_csvs/offices-all.csv
7042,1709323701131,Legislative office,,"Room 263
Main Legislative Building, Queen's Park",Toronto,Ontario,M7A 1A5,,416-325-0119,,,,,https://www.ola.org/sites/default/files/node-files/office_csvs/offices-all.csv
7042,1709323701131,Constituency office,,"Unit 222/3
250B Greenbank Rd.",Nepean,Ontario,K2H 8X4,,613-823-2116 ,613-823-8284 ,Lisa.Macleodco@pc.ola.org,,,https://www.ola.org/sites/default/files/node-files/office_csvs/offices-all.csv
7508,1709323701131,Constituency office,,"Unit 5
3110 Kingston Rd.",Scarborough,Ontario,M1M 1P2,,416-261-9525,416-261-0381,DBegum-CO@ndp.on.ca,,,https://www.ola.org/sites/default/files/node-files/office_csvs/offices-all.csv
7508,1709323701131,Legislative office,,"Room 202
North Wing, Main Legislative Building, Queen's Park",Toronto,Ontario,M7A 1A5,,416-325-0908,416-325-0685 ,,,,https://www.ola.org/sites/default/files/node-files/office_csvs/offices-all.csv
7645,1709323701131,Legislative office,,"Room 170
Main Legislative Building, Queen's Park",Toronto,Ontario,M7A 1A2,,416-325-1212,,,,,https://www.ola.org/sites/default/files/node-files/office_csvs/offices-all.csv
7645,1709323701131,Constituency office,,"Suite 109
555 Legget Dr.",Kanata,Ontario,K2K 2X3,,613-599-3000  ,,KMcCrimmon.mpp.co@liberal.ola.org,,,https://www.ola.org/sites/default/files/node-files/office_csvs/offices-all.csv
7599,1709323701131,Legislative office,,"Room 184
Main Legislative Building, Queen's Park",Toronto,Ontario,M7A 1A5,,416-325-0027,,,,,https://www.ola.org/sites/default/files/node-files/office_csvs/offices-all.csv
7599,1709323701131,Constituency office,,P.O. Box 91,Simcoe,Ontario,N3Y 4K8,,,,,,,https://www.ola.org/sites/default/files/node-files/office_csvs/offices-all.csv
